Belligerents.allies,Belligerents.axis,Belligerents.third party,Casualties and losses.allies,Casualties and losses.axis,Casualties and losses.third party,Casualties and losses.total,Commanders and leaders.allies,Commanders and leaders.axis,Commanders and leaders.third party,Date,Location,Result,Strength.allies,Strength.axis,Strength.third party,Strength.total,Territorial,level,name,parent,time,url
Finland   Nazi Germany,Soviet Union,,23 killed 68 wounded 2 gunboats damaged 2 minesweepers damaged [1] [2],7 patrol boats sunk [Notes 1] 5 aircraft shot down 128 killed 149 captured 200 drowned 1 gunboat damaged 1 minesweeper damaged 11 patrol boats damaged [1],,,Unknown,Unknown,,8–10 July 1942,Sommers in Gulf of Finland60°12′25″N 27°38′35″E﻿ / ﻿60.207°N 27.643°E﻿ / 60.207; 27.643Coordinates: 60°12′25″N 27°38′35″E﻿ / ﻿60.207°N 27.643°E﻿ / 60.207; 27.643,Finnish victory,,,,unknown,,100,Battle of Someri,Eastern Front,,https://en.wikipedia.org/wiki/Battle_of_Someri
Finland   Germany,Soviet Union,,"Karelian Isthmus:  9,300 deceased 32,400 wounded (Karelian Isthmus June 9 – July 15) 3,000 captured (all fronts) Karelian Front:  3,600 deceased and 12,100 wounded (June 9 – July 15). Based on database of deceased Finnish military persons excluding non-battle deaths.  Total:  12,932 soldiers deceased (June 9 – July 15 in all fronts and all military branches) and 2,786 (July 16 – August 9.)  Deceased soldiers in all fronts  (June 9 – August 9, 1944): 10,008 KIA, 2,870 DIW (died in wounds), 2,802 MIA and confirmed deceased, 39 died in captivity, 726 non-combat deaths. [3]","Vyborg Offensive: Leningrad Front (10–20 June) 6,018 KIA & MIA 24,011 WIA & sick. Finnish estimation based on Soviet data and recalculations of losses including reinforcments and all units (Tapio Tiihonen, 2000): 60,000 KIA, WIA, MIA (52,000 losses of units and 8,000 losses of replacements) [2] Svir-Petrozavodsk Offensive:  Karelian Front (21 June – 9 August) 16,924 KIA & MIA 46,679 WIA & sick. [2] Virojoki-Lappeenranta Offensive (Finnish estimate based on Soviet data):  Leningrad Front (21 June – 15 July) 15,000 KIA & MIA 53,000 WIA & sick. Finnish estimation (Tapio Tiihonen, 2000): 129,000 KIA, WIA, MIA (based on recalculation of Soviet data, units, reinforcements. Tiihonen found contradictory information there.)  Total military losses of Soviet offensive in Karelian Isthmus:   (June 9 – July 18): 189,000 KIA, WIA and MIA [4] [5] Baltic Fleet and Lake Ladoga/Lake Onega Detachments  (Whole duration) 732 KIA & MIA 2,011 WIA & sick. [2] [Notes 1] [Notes 2]",,,C.G.E. Mannerheim   Karl Lennart Oesch,Leonid Govorov   Kirill Meretskov,,"June 10 – August 9, 1944[1]","Karelo-Finnish SSR, Leningrad Oblast","Initial Soviet tactical victory, ending in stalemate

Moscow armistice","75,000 soldiers (Karelian Isthmus, initially) 268,000 soldiers (after reinforcements both Karelian Isthmus and Karelian Front) 1,930 artillery pieces 110 tanks/assault guns (30–40 modern, StuG III, T-34, KV-1) 248 aircraft (only 50 were modern, Bf 109, Ju 88) [1]","451,500 soldiers (+5 new divisions were sent later to Karelian Isthmus) [2] 10,500 artillery pieces 800 tanks 1,600 aircraft [1]",,,Soviets recapture East Karelia and southern Karelian Isthmus.,100,Vyborg–Petrozavodsk Offensive,Eastern Front,,https://en.wikipedia.org/wiki/Vyborg%E2%80%93Petrozavodsk_Offensive
Nazi Germany,Soviet Union,,"41,700 killed 126 tanks and assault guns destroyed 1.840 armord vehicles 17.800 taken prisoner{{ Citation needed }}",11.014 killed  318 tanks destroyed 113 aircraft shot down{{ Citation needed }},,,Georg-Hans Reinhardt  ( Third Panzer Army ) Kurt von Tippelskirch  ( Fourth Army ),Hovhannes Bagramyan  ( 1st Baltic Front ) Ivan Chernyakhovsky  ( 3rd Belorussian Front ),,23–28 June 1944,Belorussian SSR53°N 23°E﻿ / ﻿53°N 23°E﻿ / 53; 23Coordinates: 53°N 23°E﻿ / ﻿53°N 23°E﻿ / 53; 23,Soviet victory,14 infantry divisions 2 tank divisions (exact number of troops unknown),?,,,,100,Vitebsk–Orsha Offensive,Operation Bagration,,https://en.wikipedia.org/wiki/Vitebsk%E2%80%93Orsha_Offensive
Nazi Germany,Soviet Union,,"33,000 killed, 3,250 POW (Soviet est) [1]",?,,,Kurt von Tippelskirch  ( Fourth Army ),Georgiy Zakharov ( 2nd Belorussian Front ),,"June 23, 1944 – June 28, 1944",Belorussian SSR,Soviet Victory,?,?,,,,100,Mogilev Offensive,Operation Bagration,,https://en.wikipedia.org/wiki/Mogilev_Offensive
Germany,Soviet Union,,?,?,,,Hans Jordan  ( Ninth Army ),Konstantin Rokossovsky ( 1st Belorussian Front ),,23–28 June 1944,Belorussian SSR,Soviet Victory,"90,000",?,,,,100,Bobruysk Offensive,Operation Bagration,June 1944,https://en.wikipedia.org/wiki/Bobruysk_Offensive
Germany,Soviet Union,,"100,000 troops caught in encirclement (40,000 killed or missing, rest either wounded or captured)",unknown,,,Walter Model ( Army Group Centre )   Kurt von Tippelskirch   Dietrich von Saucken   Vincenz Müller  (elements of  Fourth Army ),Ivan Chernyakhovsky ( 3rd Belorussian Front )     Konstantin Rokossovsky ( 1st Belorussian Front )     Georgiy Zakharov ( 2nd Belorussian Front )     Hovhannes Bagramyan ( 1st Baltic Front ),,29 June — 4 July 1944,Belorussian SSR,Soviet Victory,unknown,unknown,,,,100,Minsk Offensive,Operation Bagration,,https://en.wikipedia.org/wiki/Minsk_Offensive
Nazi Germany,Soviet Union,,"37,000 dead, 7,000 POW (Soviet est) [1]",?,,,Georg-Hans Reinhardt  ( Third Panzer Army ) Rolf Wuthmann  ( IX Corps ),Hovhannes Bagramyan ( 1st Baltic Front ),,"June 29, 1944 – July 4, 1944",Belorussian SSR,Soviet Victory,?,?,,,,100,Polotsk Offensive,Operation Bagration,,https://en.wikipedia.org/wiki/Polotsk_Offensive
Germany,Soviet Union,,,,,,Georg-Hans Reinhardt ( Third Panzer Army ) Paul Laux  ( Sixteenth Army ),Hovhannes Bagramyan ( 1st Baltic Front ),,"July 5, 1944 – August 29, 1944","Belorussian SSR, Lithuania, and Latvia56°N 24°E﻿ / ﻿56°N 24°E﻿ / 56; 24Coordinates: 56°N 24°E﻿ / ﻿56°N 24°E﻿ / 56; 24",Soviet victory,,,,,,100,Šiauliai Offensive,Operation Bagration,,https://en.wikipedia.org/wiki/%C5%A0iauliai_Offensive
Soviet Union,Germany,Polish  Home Army,"50-70 tanks
 
?","8,000 killed; 5,000 captured in Vilnius alone (Soviet est)",?,,Ivan Chernyakhovsky   Pavel Rotmistrov,Walter Model   Dietrich von Saucken   Rainer Stahel   Theodor Tolsdorff,Aleksander Krzyżanowski   Antoni Olechnowicz,July 1944,Belarus (Minsk Region) and Lithuania (Vilnius Region and Alytus Region)54°40′N 25°15′E﻿ / ﻿54.667°N 25.250°E﻿ / 54.667; 25.250Coordinates: 54°40′N 25°15′E﻿ / ﻿54.667°N 25.250°E﻿ / 54.667; 25.250,Soviet victory,"~100,000","7,700",?,,,100,Vilnius Offensive,Operation Bagration,,https://en.wikipedia.org/wiki/Vilnius_Offensive
Nazi Germany,Soviet Union,,"30,000 killed, 1,011 POW (Soviet est) [1]",?,,,Helmuth Weidling  (remnants of  Fourth Army ) Walter Weiß  (elements of  Second Army ),Georgy Zakharov ( 2nd Belorussian Front ),,5–27 July 1944,Poland,Soviet victory,?,?,,,,100,Belostock Offensive,Operation Bagration,July 1944,https://en.wikipedia.org/wiki/Belostock_Offensive
Germany   Romania,Soviet Union   Poland,,,,,,Josef Harpe  ( Army Group North Ukraine )   Georg Hans Reinhardt  ( Army Group Centre ),Konstantin Rokossovsky  ( 1st Belorussian Front ),,"18 July - 2 August 1944 (primary operation), 30 September 1944 (secondary operation)",Eastern Poland and Western Belarus,Soviet victory,,,,,,100,Lublin–Brest Offensive,Operation Bagration,,https://en.wikipedia.org/wiki/Lublin%E2%80%93Brest_Offensive
Germany,Soviet Union,,,,,,Walter Model ( Army Group Centre ),Ivan Chernyakhovsky ( 3rd Belorussian Front ),,"July 28 - August 28, 1944","Kaunas area, Lithuania54°55′N 24°00′E﻿ / ﻿54.917°N 24.000°E﻿ / 54.917; 24.000Coordinates: 54°55′N 24°00′E﻿ / ﻿54.917°N 24.000°E﻿ / 54.917; 24.000",Soviet victory,,,,,,100,Kaunas Offensive,Operation Bagration,,https://en.wikipedia.org/wiki/Kaunas_Offensive
Nazi Germany,Soviet Union,,?,?,,,"Helmuth Weidling , Friedrich Herrlein",Gyorgy Zakharov ( 2nd Belorussian Front ),,"August 6, 1944 – August 14, 1944",Poland,,?,?,,,,100,Osovets Offensive,Operation Bagration,,https://en.wikipedia.org/wiki/Osovets_Offensive
Germany,Soviet Union,,"Glantz and House: [6] 450,000 casualties Frieser :  26,397 killed 109,776 wounded 262,929 missing and captured 399,102 overall [details] [8] Zaloga : 150,000–225,000 killed or missing;  150,000 captured [9] Isayev: 500,000 casualties [10] Soviet sources: [11] 381,000 killed 158,000 captured","Glantz and House : [12] 770,888
 
 180,000 killed or missing 
 340,000–590,848 wounded and sick 
2,957 tanks and assault guns [13] 2,447 guns [14] 822 aircraft [14]",,,Ernst Busch Walter Model Hans Jordan Georg-Hans Reinhardt Kurt von Tippelskirch Walter Weiss,Georgy Zhukov Aleksandr Vasilevsky Ivan Bagramyan Konstantin Rokossovsky Georgiy Zakharov Ivan Chernyakhovsky,,23 June – 19 August 1944,"Soviet Union (present day Belarus, Baltic states), Ukraine, and eastern Poland","Soviet victory

  Destruction of Army Group Centre.","Initially :  486,493 combat personnel, [2]  849,000 total  [3] 118 tanks [4] 452 assault guns [4] 3,236 field guns and howitzers [4] 920 aircraft [4] In total: Soviet sources: [5] 1,036,760 personnel 800 tanks 530 assault guns 10,090 guns 1,000–1,300 aircraft","Initially: 1,670,300 personnel 3,841 tanks and 1,977 assault guns [4] [6] 32,718 guns, rocket launchers and mortars [4] 7,799 aircraft [4] In total: Frieser: 2,500,000 personnel 6,000 tanks and assault guns [4] 45,000 guns, rocket launchers and mortars [4] 8,000 aircraft [4] [7]",,,Soviets liberate all of Byelorussian SSR and gain foothold in eastern Poland.,1,Operation Bagration,Eastern Front,June – August 1944,https://en.wikipedia.org/wiki/Operation_Bagration
Finland Supported by:   Nazi Germany,Soviet Union,,"Finnish:  c. 8,750 total
 
 1,350 killed [6] 
 1,100 missing [6] 
 6,300 wounded [5] 
 3 tanks destroyed  [10] 
 12 aircraft [10] 
   German: 
 
 33 aircraft [10]","Finnish estimate: 600 tanks [11] 120–280 aircraft [5] Later Finnish estimate : 21st Army: estimated 4,500–5,500 killed 13,500–14,500 wounded [12] [13] [ verification needed ] 23rd Army: 1,458 killed, 288 missing, 6,159 wounded [14] 27,500 total casualties",,,Carl Gustaf Emil Mannerheim     Karl Lennart Oesch   Kurt Kuhlmey,Leonid Govorov  Dmitry Gusev   Aleksandr Cherepanov,,"June 25 to July 9, 1944",60°46′N 28°53′E﻿ / ﻿60.767°N 28.883°E﻿ / 60.767; 28.883﻿ (Battle of Tali-Ihantala)Coordinates: 60°46′N 28°53′E﻿ / ﻿60.767°N 28.883°E﻿ / 60.767; 28.883﻿ (Battle of Tali-Ihantala)Karelian Isthmus,Finnish victory[1][2][3],"50,000 [4] [5]  4,000 [6]","150,000 [5] [7] [8] [6] Soviet sources: 148,000–160,000 [9]",,,,100,Battle of Tali-Ihantala,Eastern Front,,https://en.wikipedia.org/wiki/Battle_of_Tali-Ihantala
Soviet Union,Finland       Nazi Germany,,,,,,Leonid Govorov,Pekka Enkainen   Hero Breusing,,"June 30 – July 10, 1944",Viborg Bay60°35′N 28°30′E﻿ / ﻿60.583°N 28.500°E﻿ / 60.583; 28.500Coordinates: 60°35′N 28°30′E﻿ / ﻿60.583°N 28.500°E﻿ / 60.583; 28.500,"Finnish/German defensive victory[1]

Minor Soviet strategic victory",,,,,Soviets capture the main Viborg Bay islands,100,Battle of the Bay of Viipuri,Eastern Front,June–July 1944,https://en.wikipedia.org/wiki/Battle_of_the_Bay_of_Viipuri
Germany   Hungary,"Soviet Union   Poland 
 
 
   Armia Krajowa ( 23-27 July )",,"55,000 killed, missing and captured 136,860 overall [3]","65,001 killed, missing or captured 224,295 wounded 289,296 overall 1,269 tanks and SP guns  289 aircraft [2]",,,Josef Harpe ( Army Group North Ukraine ),Ivan Konev ( 1st Ukrainian Front ),,13 July 1944 – 29 August 1944,Western Ukraine/Eastern Poland,Allied victory,"900,000 men 900 AFVs 6,300 guns [1]","1,002,200 men [2] 1,979 AFVs 11,265 guns",,,,100,Lvov–Sandomierz Offensive,Eastern Front,,https://en.wikipedia.org/wiki/Lvov%E2%80%93Sandomierz_Offensive
Nazi Germany,Soviet Union,,,,,,Dietrich von Saucken,Alexei Radzievsky,,1–10 August 1944,"near Radzymin, Poland",German victory,XXXIX Panzer Corps,2nd Guards Tank Army,,,,100,Battle of Radzymin (1944),Eastern Front,,https://en.wikipedia.org/wiki/Battle_of_Radzymin_(1944)
"Polish Underground State     Polish First Army (from 14 September) [1] 
 
 
 Supported by: 
 
   United Kingdom   (4 August – 21 September)   United States (only on 18 September)   South Africa   Soviet Union (from 13 September)",Germany,,"Polish resistance :   15,200 killed and missing [7]   
5,000  WIA [7]    15,000  POW  (Incl. capitulation agreement) [7]   
 
 
 Polish First Army : 5,660 casualties [7] 
 
 Warsaw Airlift : 41 destroyed aircraft (360 aircrew killed)","German forces :  2,000–17,000 [8]  killed and missing   9,000 WIA",,,Tadeusz Bór-Komorowski   ( POW )     Tadeusz Pełczyński   ( POW )     Antoni Chruściel   ( POW )     Karol Ziemski   ( POW )     Edward Pfeiffer   ( POW )     Leopold Okulicki     Jan Mazurkiewicz     Zygmunt Berling,Walter Model       Nikolaus von Vormann       Rainer Stahel       Erich von dem Bach-Zelewski       Heinz Reinefarth       Bronislav Kaminski       Oskar Dirlewanger     Petro Dyachenko     Robert Ritter von Greim,,1 August – 2 October 1944 (63 days),"Warsaw, Poland52°13′48″N 21°00′39″E﻿ / ﻿52.23000°N 21.01083°E﻿ / 52.23000; 21.01083Coordinates: 52°13′48″N 21°00′39″E﻿ / ﻿52.23000°N 21.01083°E﻿ / 52.23000; 21.01083",German victory,"20,000 [3] –49,000 [4] 
 
2,500 equipped with guns (initially)","13,000 [5] –25,000 [6]  (initially)
 
Throughout the course of uprising: ~ 50,000",,,Destruction of the city,100,Warsaw Uprising,Eastern Front,,https://en.wikipedia.org/wiki/Warsaw_Uprising
Germany,Soviet Union     Poland,,"At least 40 tanks, 26 guns and mortars, 9 APCs  
 
 ~1,000 Casualties (Killed, Wounded and Captured)","27 tanks 
 
~2,000 Casualties (Killed, Wounded and Missing)",,,Gen.Maj.  Schmalz,2nd Lt. Świetana,,"August 9–16, 1944","Studzianki, Poland",Soviet-Polish victory,3 divisions,Polish 1st Armoured Brigade     8th Soviet Army,,,,100,Battle of Studzianki,Eastern Front,,https://en.wikipedia.org/wiki/Battle_of_Studzianki
Germany,Soviet Union,,,,,,Georg-Hans Reinhardt ( Army Group Centre )   Erhard Raus ( Third Panzer Army ),Ivan Chernyakhovsky ( 3rd Belorussian Front )   Hovhannes Bagramyan ( 1st Baltic Front ),,16 August 1944 – 27 August 1944,Western Latvia55°50′N 23°10′E﻿ / ﻿55.833°N 23.167°E﻿ / 55.833; 23.167Coordinates: 55°50′N 23°10′E﻿ / ﻿55.833°N 23.167°E﻿ / 55.833; 23.167,Inconclusive,,,,,,100,Operation Doppelkopf,Eastern Front,,https://en.wikipedia.org/wiki/Operation_Doppelkopf
"Germany 
   Romania",Soviet Union,,unknown [a],unknown,,,"Otto Wöhler 
 Hasso von Manteuffel 
   Mihai Racoviţǎ","Ivan Konev 
 Semen Bogdanov 
 F.F. Zhmachenko 
 Sergei Trofimenko",,9–12 April 1944,Eastern Romania,Axis victory[1][2],"1  Panzergrenadier  Division [3] 
 2  Armoured  Divisions [4] 
 3  Infantry  Divisions [5]","14 Rifle Divisions [6] 
 1 Airborne Division [7] 
 elements of a Tank army [4]",,,,100,First Battle of Târgu Frumos,Battle of Târgul Frumos,,https://en.wikipedia.org/wiki/First_Battle_of_T%C3%A2rgu_Frumos
Germany   Romania,Soviet Union,,unknown,unknown,,,Ferdinand Schoerner   Mihai Racoviță,Ivan Konev,,2–8 May 1944[1],Eastern Romania,Axis victory,,,,,,100,Second Battle of Târgu Frumos,Battle of Târgul Frumos,,https://en.wikipedia.org/wiki/Second_Battle_of_T%C3%A2rgu_Frumos
,,,,,,,,,,,,,,,,,,7,Battle of Târgul Frumos,First Jassy–Kishinev Offensive,First Battle of Târgu Frumos,https://en.wikipedia.org/wiki/Battle_of_T%C3%A2rgul_Frumos
Romania   Germany,Soviet Union,,"45,000 casualties [2]","150,000 casualties [4]",,,Petre Dumitrescu   Otto Wöhler,Ivan Konev   Rodion Malinovsky,,8 April–6 June 1944,Eastern Romania,Axis victory[1],"300,000 [2]","830,000 [3]",,,,5,First Jassy–Kishinev Offensive,Jassy–Kishinev Offensive,Battle of Târgul Frumos,https://en.wikipedia.org/wiki/First_Jassy%E2%80%93Kishinev_Offensive
Soviet Union   Romania (23–29 August)   United States (Air support only),Romania (20–23 August)   Germany,,"Soviet Union : 13,197 killed or missing 53,933 wounded or sick [3] 60+ tanks 111 aircraft [6] 
 
 Romania : 8,586 killed or wounded [4]","Romania : 8,305 killed 24,989 wounded 170,000 captured or missing [7] 34 AFV  (1st Armored Division) 25 aircraft [6] Germany : 150,000 killed, wounded or captured [8]",,,Rodion Malinovsky   Fyodor Tolbukhin   Michael of Romania   Constantin Sănătescu   Gheorghe Mihail   Nicolae Macici   Petre Dumitrescu   Ilie Șteflea,Ion Antonescu   Ilie Șteflea   Petre Dumitrescu   Ioan Mihail Racoviță   Adolf Hitler   Johannes Friessner   Otto Wöhler   Maximilian Fretter-Pico   Alfred Gerstenberg,,20–29 August 1944[1],Eastern and southern Romania,"Allied victory

Destruction of the German 6th Army
Romania undergoes a coup and defects to the Allies
Bulgaria enters the war against Nazi Germany[2]","Soviet Union : 1,314,200 [3] 16,000 guns 1,870 tanks 2,200 aircraft Romania : 465,659 [4]","Romania : 1,163,347 [5]   (as of 15 August 1944) 1st Armored Division (80 tanks and 12 armored cars) 800 aircraft Germany : 250,000 ( Army Group South Ukraine )",,,"German forces begin evacuating the Balkans
Soviet Union regains control of Bessarabia and Northern Bukovina",3,Jassy–Kishinev Offensive,Romanian campaign,First Jassy–Kishinev Offensive,https://en.wikipedia.org/wiki/Jassy%E2%80%93Kishinev_Offensive
,,,,,,,,,,,,,,,,,,1,Romanian campaign,Eastern Front,August 1944 – December 1944,https://en.wikipedia.org/wiki/Battle_of_Romania
"Germany   Slovak Republic 
 
   POHG","1st Czechoslovak Army in Slovakia 
 
   Slovak Insurgent Air Force 
   Soviet Air Force   US Army Air Force",,"4200 killed, 5,000 wounded, 300 captives","12,000 KIA and murdered in reprisals",,,Gottlob Berger   Hermann Höfle   Ferdinand Čatloš,Ján Golian   †   Rudolf Viest   †,,"August 29 – October 28, 1944",Slovakia,"German and collaborator victory 

Continued partisan resistance","40,000, later increased to 83,000","18,000 initially, later increased to 78,000",,,,100,Slovak National Uprising,Eastern Front,,https://en.wikipedia.org/wiki/Slovak_National_Uprising
Germany   Hungary,Soviet Union   Czechoslovakia,,"61,000 (Czech estimates) [2] 70,000 (modern Russian estimates) [3]","10,060 killed 41,387 wounded 13,548 sick 1,806 missing [4] (modern Czech estimates) 131,000 [1] (German historian Freiser)",,,Gotthard Heinrici   Béla Miklós  (8-16 Sept 1944)   Dezső László  (16 Sept-28 Oct 1944),Ivan Konev   Andrei Grechko   Kirill Moskalenko   Ludvík Svoboda,,8 September – 28 October 1944,"Dukla Pass, present-day Slovakia-Poland border","Soviet and Czechoslovak tactical victory

Soviet failure to join Slovak rebel troops
Axis withdrawal from the area","100,000 soldiers 2,000 artillery pieces 350 tanks","378,000 men [1] 16,700 Czechoslovak soldiers 1,517 artillery pieces 1,724 mortars 1,000 tanks",,,,100,Battle of the Dukla Pass,Eastern Front,,https://en.wikipedia.org/wiki/Battle_of_the_Dukla_Pass
Germany,Soviet Union,,,,,,Ferdinand Schörner,Ivan Bagramyan Andrei Yeremenko   Ivan Maslennikov,,"September 14 - October 24, 1944","Latvia, Estonia",Soviet victory,,,,,,100,Riga Offensive (1944),Baltic Offensive,,https://en.wikipedia.org/wiki/Riga_Offensive_(1944)
Estonian conscripts,Soviet Union,,"500 dead,  700 captured [1]","~1,000",,,Juhan Vermet,August Feldman,,"September 21, 1944","Porkuni, Viru County, EstoniaCoordinates: 59°10′40″N 26°09′37″E﻿ / ﻿59.17778°N 26.16028°E﻿ / 59.17778; 26.16028",Soviet victory,"1,500","10,000",,,,100,Battle of Porkuni,Tallinn Offensive,,https://en.wikipedia.org/wiki/Battle_of_Porkuni
"Germany 
 
   Estonian conscripts ,   auxiliary police , border guards  and  militia",Soviet Union,Estonian  pro-independence troops,,,,,Ferdinand Schörner,Leonid Govorov,Johan Pitka,17–26 September 1944,Estonia,Soviet victory,"50,000 troops [1] 50 vessels [2]","195,000 troops [3]","2,000 troops [2]",,,3,Tallinn Offensive,Baltic Offensive,Battle of Porkuni,https://en.wikipedia.org/wiki/Tallinn_Offensive
Germany,Soviet Union   Finland [1],,"7,000 killed 700 captured 1,400 horses killed Total : 13,500 casualties",unknown,,,Ferdinand Schörner,Leonid Govorov,,"September 29, 1944 – November 24, 1944","West Estonian archipelago (Moonsund archipelago), Estonia",Soviet victory,"18,000",unknown,,,,100,Moonsund Landing Operation,Baltic Offensive,,https://en.wikipedia.org/wiki/Moonsund_Landing_Operation
Germany,Soviet Union,,,,,,Erhard Raus ( Third Panzer Army ) Hans Gollnick ( XXVIII Corps ),Hovhannes Bagramyan ( 1st Baltic Front ),,5–22 October 1944 (main offensive); 28 January 1945 (end of siege),Klaipėda (Lithuania / East Prussia)55°40′N 21°30′E﻿ / ﻿55.667°N 21.500°E﻿ / 55.667; 21.500Coordinates: 55°40′N 21°30′E﻿ / ﻿55.667°N 21.500°E﻿ / 55.667; 21.500,Soviet victory,,,,,,100,Battle of Memel,Baltic Offensive,,https://en.wikipedia.org/wiki/Battle_of_Memel
Soviet Union,Germany,,"61,468 dead or missing 218,622 wounded or sick [1]",Unknown,,,Georgiy Zhukov   Ivan Bagramyan   Leonid Govorov,Erich von Manstein     Walter Model   Johannes Freißner,,14 September – 24 November 1944,"Baltic States, East Prussia, Poland",Soviet victory,"1,546,400 troops [1] 17,500 artillery pieces 3,080 armoured vehicles 2640 aircraft [2]","730,000 troops 7,000 artillery pieces 1,260 armoured vehicles 400 aircraft [2]",,,,1,Baltic Offensive,Eastern Front,Riga Offensive (1944),https://en.wikipedia.org/wiki/Baltic_Offensive
Allies :    Soviet Union   Yugoslav Partisans   Bulgaria,"Axis :   Germany 
 
   Government of National Salvation",,"Soviets : 4,350 killed or missing 14,488 wounded or sick 18,838 overall [2] 
 
 Yugoslav Partisans : 2,953 dead (assault on Belgrade only) [3]","45,000 [ citation needed ]",,,Fyodor Tolbukhin   Vladimir Zhdanov   Peko Dapčević   Danilo Lekić   Vladimir Stoychev   Kiril Stanchev,Maximilian von Weichs   Wilhelm Schneckenburger   †   Hans Felber   Alexander Löhr,,28 September 1944 – 20 October 1944[1],"Belgrade, Yugoslavia",Decisive Allied victory,"580,000 troops 3,640 artillery pieces 520 tanks and assault guns 1,420 aircraft 80 ships","150,000 troops (mostly 2nd tier infantry & non-German support troops) 2,100 artillery pieces 125 tanks and assault guns 350 aircraft 70 ships",,,,100,Belgrade Offensive,Eastern Front,,https://en.wikipedia.org/wiki/Belgrade_Offensive
,,,,,,,,,,,,,,,,,,100,Operation Nordlicht (1944-1945),Eastern Front,,https://en.wikipedia.org/wiki/Operation_Nordlicht_(1944-1945)
Germany   Hungary,Soviet Union   Romania,,"~15,000 killed or wounded  20,000 killed or wounded Total:  53,000 men  (including ~18,000 POW) ~200 tanks lost  490 guns lost [2] [nb 1] [3]","19,713 killed or missing and 64,297 wounded or sick [4]  33,500 killed or wounded [nb 2] Total:  117,360 men (including 5,073 POW) ~500 tanks lost  1,656 guns lost",,,Johannes Friessner ( Army Group South ),Rodion Malinovsky ( 2nd Ukrainian Front ),,6–29 October 1944,"Debrecen / Nyíregyháza, Hungary",Tactical German victoryStrategic Soviet victory,"1 October: [1] 31 divisions and brigades  240,952 men  190,000 men 293 tanks and assault guns 3,500 guns and mortars 741 aircraft","1 October: [1] 84 divisions and brigades  698,200 men  167,306 men 825 tanks and assault guns 10,238 guns and mortars 1,216 aircraft",,,,100,Battle of Debrecen,Eastern Front,,https://en.wikipedia.org/wiki/Battle_of_Debrecen
Hungary,Nazi Germany   Arrow Cross Party,,,,,,Miklós Horthy Géza Lakatos Lajos Csatay János Vörös Béla Miklós Lajos Veress,Edmund Veesenmayer Otto Skorzeny Ferenc Szálasi Károly Beregfy Iván Hindy,,15–16 October 1944,"Budapest, Kingdom of Hungary",Overthrow of Regent Miklós HorthyPro-Nazi Arrow Cross Party came to powerBeginning of the Holocaust in Hungary,,,,,,100,Operation Panzerfaust,Eastern Front,,https://en.wikipedia.org/wiki/Operation_Panzerfaust
Germany,Soviet Union,,"October 1944–8 May 1945 
117,871 killed, wounded and missing (39,537 in February–March 1945) [1] 
 
189,112 captured on 9 May 1945 [1]","2nd Baltic Front only: 16 Feb.–8 May 1945 160,948 men [2] [1]",,,Ferdinand Schörner Lothar Rendulic   Heinrich von Vietinghoff Carl Hilpert,Ivan Bagramyan Andrey Yeryomenko   Leonid Govorov,,9 October 1944 – 10 May 1945,"Realm Commissariat Ostland
General district of Latvia
Kreisgebiete Liepaja
Kreise Aizpute
Kreise Kuldiga
Kreise Liepaja
Kreise Liepaja (city)
Kreise Talsi
Kreise Ventspils
Kreisgebiete Jelgava
Kreise Jelgava
Kreise Tukums
General district of Lithuania
Kreisgebiete Siauliai
Kreise Kretinga
Kreise Mazeikiai",Stalemate followed by the unconditional surrender of German forces in Courland on 8 and 9 May 1945.,,,,,,100,Courland Pocket,Eastern Front,,https://en.wikipedia.org/wiki/Courland_Pocket
Germany,Soviet Union,,"16,236 men [2] 
 
 6,801 killed or missing 
 9,435 wounded 
115 tanks and assault guns destroyed [2]","79,527 men [2] 
 
 16,819 killed or missing 
 62,708 wounded 
914 tanks and assault guns destroyed [2]",,,Friedrich Hoßbach,Ivan Chernyakhovsky,,"October 16, 1944 – October 27, 1944",East Prussia,German victory,"318 tanks, assault guns and tank destroyers [1]","377,300 men [2]",,,,100,Gumbinnen Operation,Eastern Front,,https://en.wikipedia.org/wiki/Gumbinnen_Operation
,,,,,,,,,,,,,,,,,,100,Operation Konrad,Siege of Budapest,,https://en.wikipedia.org/wiki/Operation_Konrad
Germany   Hungary,Soviet Union   Romania,,"3 November–15 February:  137,000 men [4] 24 December–15 February:  114,000 men [4] City: 
 
 79,000 men 
  30,000 killed 
  11,000 captured 
  9,000 killed 
  29,000 captured 
 Relief attempts: 
 
 35,000 men 
 8,000 killed 
 26,000 wounded 
 1,000 captured","3 November–11 February:  280,000 men [4] 
 Relief attempts: 
 
 80,000 men 
 15,000 killed 
 60,000 wounded 
 5,100 captured",,,Karl Pfeffer-Wildenbruch   ( POW )   Gerhard Schmidhuber   †   Dezső László   Iván Hindy   ( POW ),Rodion Malinovsky   Fyodor Tolbukhin   Nicolae Șova  [ ro ],,"24 December 1944 – 13 February 1945(1 month, 2 weeks and 6 days)","Budapest, Hungary",Soviet victory,"In the city: [1] 
 
 79,000 men 
  41,000 men (ration strength) 
  38,000 men (ration strength) 
 489 guns 
 125 tanks and assault guns 
 117 heavy anti-tank guns","In the city: [2] [3] 
 
 177,000 men 
 1,000 guns",,,,3,Siege of Budapest,Budapest Offensive,December 1944 – February 1945,https://en.wikipedia.org/wiki/Siege_of_Budapest
