date,boro,cause_1,cause_10,cause_11,cause_12,cause_13,cause_14,cause_15,cause_2,cause_3,cause_4,cause_5,cause_6,cause_7,cause_8,cause_9,complaints,events_1,events_10,events_11,events_12,events_13,events_14,events_15,events_2,events_3,events_4,events_5,events_6,events_7,events_8,events_9
2019-05-21,MANHATTAN,Noise - Street/Sidewalk,New Tree Request,General Construction/Plumbing,Noise - Vehicle,Homeless Person Assistance,Sidewalk Condition,PLUMBING,Request Large Bulky Item Collection,Illegal Parking,Noise,Noise - Residential,Street Condition,HEAT/HOT WATER,Noise - Commercial,UNSANITARY CONDITION,"(1633,)",133,42.0,35.0,33.0,33.0,31.0,31.0,120,110.0,101.0,96.0,62.0,47.0,44.0,42.0
2019-05-21,QUEENS,Request Large Bulky Item Collection,Damaged Tree,Sidewalk Condition,Missed Collection (All Materials),Building/Use,Sanitation Condition,Street Light Condition,Blocked Driveway,Street Condition,Illegal Parking,Noise - Vehicle,Noise - Residential,Derelict Vehicle,General Construction/Plumbing,Water System,"(2250,)",294,56.0,52.0,51.0,51.0,48.0,46.0,163,152.0,150.0,89.0,81.0,66.0,62.0,62.0
2019-05-21,STATEN ISLAND,Request Large Bulky Item Collection,Sidewalk Condition,Water System,General Construction/Plumbing,Sewer,Dead/Dying Tree,Damaged Tree,Electronics Waste,Illegal Parking,Street Condition,Sanitation Condition,Missed Collection (All Materials),Noise - Residential,Derelict Vehicle,Blocked Driveway,"(528,)",64,17.0,16.0,15.0,12.0,12.0,10.0,47,39.0,31.0,24.0,24.0,21.0,18.0,17.0
2019-05-21,Unspecified,Benefit Card Replacement,Noise - Residential,Maintenance or Facility,Highway Sign - Missing,Taxi Compliment,Street Sign - Dangling,Street Sign - Missing,DCA / DOH New License Application Request,HPD Literature Request,DOF Parking - Payment Issue,Highway Condition,Street Condition,Question,Taxi Complaint,DOF Parking - Request Status,"(124,)",38,3.0,3.0,3.0,2.0,2.0,2.0,16,10.0,7.0,6.0,5.0,3.0,3.0,3.0
2019-05-22,NYC,Request Large Bulky Item Collection,General Construction/Plumbing,Noise - Vehicle,Water System,Missed Collection (All Materials),Sidewalk Condition,PAINT/PLASTER,Illegal Parking,Noise - Residential,Street Condition,Noise - Street/Sidewalk,Blocked Driveway,Street Light Condition,UNSANITARY CONDITION,Noise,"(8770,)",756,214.0,210.0,189.0,161.0,158.0,157.0,619,581.0,431.0,413.0,387.0,242.0,216.0,214.0
2019-05-22,BRONX,Noise - Residential,HEAT/HOT WATER,Rodent,Water System,Sidewalk Condition,Derelict Vehicle,GENERAL,Noise - Street/Sidewalk,UNSANITARY CONDITION,Illegal Parking,Street Light Condition,Blocked Driveway,PAINT/PLASTER,PLUMBING,Request Large Bulky Item Collection,"(1238,)",112,40.0,28.0,26.0,25.0,24.0,24.0,81,72.0,65.0,60.0,59.0,53.0,47.0,40.0
2019-05-22,BROOKLYN,Request Large Bulky Item Collection,Missed Collection (All Materials),Sanitation Condition,Sidewalk Condition,Traffic Signal Condition,Water System,Electronics Waste,Illegal Parking,Noise - Residential,Street Condition,Blocked Driveway,Noise - Street/Sidewalk,General Construction/Plumbing,Street Light Condition,UNSANITARY CONDITION,"(2777,)",231,68.0,64.0,60.0,58.0,56.0,54.0,196,187.0,157.0,144.0,138.0,80.0,70.0,69.0
2019-05-22,MANHATTAN,Noise - Residential,HEAT/HOT WATER,Traffic Signal Condition,UNSANITARY CONDITION,Noise - Vehicle,Street Light Condition,Rodent,Noise - Street/Sidewalk,Illegal Parking,Request Large Bulky Item Collection,Noise,Noise - Commercial,Street Condition,Homeless Person Assistance,General Construction/Plumbing,"(1738,)",170,39.0,37.0,36.0,33.0,32.0,32.0,157,111.0,102.0,94.0,61.0,59.0,50.0,48.0
2019-05-22,QUEENS,Request Large Bulky Item Collection,General Construction/Plumbing,Sewer,Building/Use,Noise,Derelict Vehicles,Sidewalk Condition,Illegal Parking,Blocked Driveway,Street Condition,Noise - Vehicle,Noise - Residential,Derelict Vehicle,Water System,Street Light Condition,"(2358,)",301,60.0,55.0,47.0,47.0,46.0,42.0,215,158.0,152.0,100.0,92.0,70.0,65.0,64.0
2019-05-22,STATEN ISLAND,Request Large Bulky Item Collection,Blocked Driveway,Water System,Sewer,Dead/Dying Tree,Sidewalk Condition,Derelict Vehicle,Electronics Waste,Street Condition,Illegal Parking,Missed Collection (All Materials),Sanitation Condition,Dirty Conditions,Noise - Residential,Street Light Condition,"(545,)",82,15.0,15.0,13.0,11.0,11.0,11.0,49,38.0,32.0,30.0,22.0,20.0,18.0,16.0
2019-05-22,Unspecified,Benefit Card Replacement,Housing Options,Consumer Complaint,Noise - Residential,Dirty Conditions,Violation of Park Rules,Comments,Highway Condition,DOF Parking - Payment Issue,Maintenance or Facility,DCA / DOH New License Application Request,Question,Forms,Taxi Complaint,HPD Literature Request,"(114,)",30,2.0,2.0,2.0,2.0,2.0,2.0,14,12.0,5.0,5.0,5.0,4.0,3.0,3.0
2019-05-23,NYC,Request Large Bulky Item Collection,Street Light Condition,General Construction/Plumbing,PAINT/PLASTER,Noise - Vehicle,Water System,Sewer,Illegal Parking,Noise - Residential,Street Condition,Blocked Driveway,Graffiti,Noise - Street/Sidewalk,UNSANITARY CONDITION,Noise,"(8150,)",672,227.0,184.0,176.0,166.0,158.0,155.0,597,485.0,352.0,348.0,269.0,261.0,255.0,237.0
2019-05-23,BRONX,Noise - Residential,HEAT/HOT WATER,Street Condition,Derelict Vehicles,Noise - Vehicle,DOOR/WINDOW,WATER LEAK,UNSANITARY CONDITION,Illegal Parking,Blocked Driveway,PLUMBING,Request Large Bulky Item Collection,PAINT/PLASTER,Noise - Street/Sidewalk,Street Light Condition,"(1162,)",108,40.0,35.0,31.0,28.0,22.0,22.0,73,66.0,61.0,55.0,48.0,47.0,45.0,42.0
2019-05-23,BROOKLYN,Request Large Bulky Item Collection,General Construction/Plumbing,PAINT/PLASTER,Noise,Water System,Sanitation Condition,Sewer,Illegal Parking,Graffiti,Noise - Residential,UNSANITARY CONDITION,Blocked Driveway,Street Condition,Noise - Street/Sidewalk,Street Light Condition,"(2756,)",217,76.0,65.0,64.0,59.0,57.0,54.0,194,157.0,143.0,118.0,114.0,98.0,85.0,81.0
2019-05-23,MANHATTAN,Illegal Parking,HEAT/HOT WATER,General Construction/Plumbing,PAINT/PLASTER,Street Light Condition,Traffic Signal Condition,For Hire Vehicle Complaint,Noise,Noise - Street/Sidewalk,Noise - Residential,Request Large Bulky Item Collection,Graffiti,Street Condition,Rodent,Homeless Person Assistance,"(1501,)",123,40.0,35.0,33.0,32.0,29.0,29.0,110,103.0,100.0,99.0,81.0,51.0,42.0,41.0
2019-05-23,QUEENS,Request Large Bulky Item Collection,Water System,Missed Collection (All Materials),Sewer,Noise,General Construction/Plumbing,Derelict Vehicles,Illegal Parking,Blocked Driveway,Street Condition,Noise - Residential,Noise - Vehicle,Derelict Vehicle,Building/Use,Street Light Condition,"(2146,)",255,48.0,46.0,45.0,43.0,42.0,38.0,192,147.0,124.0,123.0,68.0,62.0,56.0,55.0
2019-05-23,STATEN ISLAND,Request Large Bulky Item Collection,Damaged Tree,Street Light Condition,Sanitation Condition,Construction Safety Enforcement,Traffic Signal Condition,Rodent,Electronics Waste,Street Condition,Missed Collection (All Materials),Illegal Parking,Sewer,Blocked Driveway,Derelict Vehicle,General Construction/Plumbing,"(481,)",53,13.0,12.0,10.0,10.0,9.0,9.0,47,43.0,34.0,22.0,19.0,18.0,15.0,13.0
2019-05-23,Unspecified,Benefit Card Replacement,Homeless Encampment,For Hire Vehicle Complaint,Derelict Vehicle,Noise - Vehicle,Noise - Residential,Ferry Inquiry,Highway Condition,HPD Literature Request,DCA / DOH New License Application Request,DOF Parking - Payment Issue,Question,Street Light Condition,Maintenance or Facility,Taxi Complaint,"(104,)",29,2.0,2.0,2.0,2.0,2.0,2.0,12,8.0,7.0,7.0,6.0,5.0,4.0,3.0
2019-05-24,NYC,Noise - Residential,New Tree Request,Noise - Commercial,Noise,Noise - Vehicle,Missed Collection (All Materials),Damaged Tree,Request Large Bulky Item Collection,Illegal Parking,Noise - Street/Sidewalk,Blocked Driveway,Street Condition,Street Light Condition,UNSANITARY CONDITION,General Construction/Plumbing,"(8207,)",667,176.0,173.0,169.0,169.0,166.0,160.0,625,605.0,429.0,402.0,334.0,316.0,184.0,181.0
2019-05-24,BRONX,Noise - Residential,Request Large Bulky Item Collection,HEAT/HOT WATER,Noise - Commercial,PLUMBING,Damaged Tree,WATER LEAK,Noise - Street/Sidewalk,Blocked Driveway,Illegal Parking,Street Light Condition,UNSANITARY CONDITION,Street Condition,PAINT/PLASTER,Noise - Vehicle,"(1338,)",177,35.0,32.0,32.0,28.0,22.0,21.0,135,96.0,74.0,74.0,68.0,47.0,47.0,45.0
2019-05-24,BROOKLYN,Request Large Bulky Item Collection,General Construction/Plumbing,Missed Collection (All Materials),Sanitation Condition,UNSANITARY CONDITION,Construction Safety Enforcement,Sidewalk Condition,Illegal Parking,Noise - Residential,Blocked Driveway,Noise - Street/Sidewalk,Street Light Condition,Street Condition,New Tree Request,Noise - Commercial,"(2594,)",227,61.0,60.0,55.0,52.0,50.0,47.0,212,194.0,129.0,94.0,93.0,74.0,71.0,64.0
2019-05-24,MANHATTAN,Noise - Street/Sidewalk,Homeless Person Assistance,General Construction/Plumbing,Traffic Signal Condition,UNSANITARY CONDITION,HEAT/HOT WATER,Street Light Condition,Noise - Residential,Illegal Parking,Request Large Bulky Item Collection,Noise,Special Projects Inspection Team (SPIT),Street Condition,Noise - Vehicle,Noise - Commercial,"(1530,)",163,40.0,39.0,33.0,32.0,28.0,24.0,145,106.0,93.0,75.0,66.0,59.0,55.0,43.0
2019-05-24,QUEENS,Request Large Bulky Item Collection,Water System,Missed Collection (All Materials),New Tree Request,Overgrown Tree/Branches,General Construction/Plumbing,Sewer,Illegal Parking,Blocked Driveway,Noise - Residential,Street Condition,Street Light Condition,Damaged Tree,Derelict Vehicle,Sanitation Condition,"(2135,)",228,56.0,56.0,56.0,52.0,43.0,36.0,179,158.0,130.0,124.0,103.0,69.0,62.0,59.0
2019-05-24,STATEN ISLAND,Request Large Bulky Item Collection,Street Light Condition,Sanitation Condition,Water System,Dead/Dying Tree,Root/Sewer/Sidewalk Condition,Derelict Vehicle,Missed Collection (All Materials),New Tree Request,Illegal Parking,Street Condition,General Construction/Plumbing,Damaged Tree,Electronics Waste,Noise - Residential,"(497,)",42,19.0,15.0,15.0,15.0,13.0,13.0,37,37.0,33.0,26.0,23.0,21.0,21.0,21.0
2019-05-24,Unspecified,Benefit Card Replacement,Noise - Street/Sidewalk,DPR Internal,Ferry Inquiry,Smoking,Taxi Compliment,Ferry Permit,HPD Literature Request,Highway Condition,DOF Parking - Payment Issue,Maintenance or Facility,OEM Literature Request,For Hire Vehicle Complaint,Street Condition,Street Light Condition,"(113,)",29,2.0,2.0,2.0,1.0,1.0,1.0,16,11.0,11.0,6.0,6.0,4.0,4.0,3.0
2019-05-25,NYC,Noise - Residential,Missed Collection (All Materials),Sanitation Condition,Water System,General Construction/Plumbing,HEAT/HOT WATER,UNSANITARY CONDITION,Noise - Street/Sidewalk,Illegal Parking,Request Large Bulky Item Collection,Blocked Driveway,Noise - Commercial,Noise - Vehicle,Noise,Street Condition,"(6035,)",1329,99.0,99.0,99.0,95.0,77.0,72.0,605,426.0,380.0,379.0,214.0,174.0,171.0,130.0
2019-05-25,BRONX,Noise - Residential,WATER LEAK,Noise,Request Large Bulky Item Collection,Water System,General Construction/Plumbing,Dirty Conditions,Noise - Street/Sidewalk,Blocked Driveway,Noise - Vehicle,Illegal Parking,UNSANITARY CONDITION,HEAT/HOT WATER,Damaged Tree,Noise - Commercial,"(1055,)",305,19.0,18.0,17.0,17.0,15.0,15.0,142,66.0,42.0,41.0,32.0,29.0,22.0,20.0
2019-05-25,BROOKLYN,Noise - Residential,Sanitation Condition,Electronics Waste,Missed Collection (All Materials),Street Condition,UNSANITARY CONDITION,PLUMBING,Noise - Street/Sidewalk,Illegal Parking,Request Large Bulky Item Collection,Blocked Driveway,Noise - Commercial,Noise - Vehicle,Noise,General Construction/Plumbing,"(1875,)",391,33.0,32.0,29.0,28.0,28.0,28.0,162,139.0,132.0,121.0,88.0,59.0,59.0,41.0
2019-05-25,MANHATTAN,Noise - Street/Sidewalk,Traffic Signal Condition,Noise - Helicopter,Maintenance or Facility,HEAT/HOT WATER,Taxi Complaint,Noise - Park,Noise - Residential,Illegal Parking,Noise,Noise - Commercial,Request Large Bulky Item Collection,Noise - Vehicle,Homeless Person Assistance,Rodent,"(1129,)",224,22.0,19.0,17.0,15.0,14.0,13.0,216,69.0,54.0,54.0,53.0,31.0,25.0,25.0
2019-05-25,QUEENS,Noise - Residential,Building/Use,Derelict Vehicle,Noise,Missed Collection (All Materials),General Construction/Plumbing,Sanitation Condition,Blocked Driveway,Illegal Parking,Request Large Bulky Item Collection,Noise - Street/Sidewalk,Street Condition,Noise - Commercial,Water System,Noise - Vehicle,"(1570,)",342,36.0,36.0,32.0,31.0,31.0,29.0,163,149.0,146.0,71.0,60.0,46.0,42.0,40.0
2019-05-25,STATEN ISLAND,Noise - Residential,Root/Sewer/Sidewalk Condition,Noise,Derelict Vehicle,Noise - Helicopter,Water System,Noise - Commercial,Request Large Bulky Item Collection,Illegal Parking,Blocked Driveway,New Tree Request,Sanitation Condition,Missed Collection (All Materials),Street Condition,Electronics Waste,"(366,)",75,8.0,8.0,8.0,6.0,6.0,6.0,32,28.0,26.0,25.0,21.0,19.0,15.0,10.0
2019-05-25,Unspecified,Benefit Card Replacement,Bus Stop Shelter Complaint,Highway Condition,Taxi Complaint,Housing Options,OEM Literature Request,Damaged Tree,Maintenance or Facility,HPD Literature Request,DPR Internal,Violation of Park Rules,Broken Parking Meter,Noise - Street/Sidewalk,Noise - House of Worship,Noise - Vehicle,"(40,)",11,1.0,1.0,1.0,1.0,1.0,1.0,8,5.0,3.0,2.0,2.0,1.0,1.0,1.0
2019-05-26,NYC,Noise - Residential,Noise,HEAT/HOT WATER,UNSANITARY CONDITION,Damaged Tree,Maintenance or Facility,Missed Collection (All Materials),Noise - Street/Sidewalk,Illegal Parking,Request Large Bulky Item Collection,Blocked Driveway,Noise - Vehicle,Noise - Commercial,Water System,Street Condition,"(6587,)",1750,95.0,94.0,82.0,82.0,80.0,71.0,1033,418.0,363.0,334.0,226.0,205.0,110.0,104.0
2019-05-26,BRONX,Noise - Residential,PLUMBING,Request Large Bulky Item Collection,SAFETY,Noise,DOOR/WINDOW,Derelict Vehicle,Noise - Street/Sidewalk,Noise - Vehicle,Blocked Driveway,Illegal Parking,UNSANITARY CONDITION,Noise - Commercial,Water System,HEAT/HOT WATER,"(1386,)",379,25.0,21.0,20.0,17.0,16.0,15.0,303,74.0,66.0,48.0,40.0,40.0,32.0,27.0
2019-05-26,BROOKLYN,Noise - Residential,Sidewalk Condition,Derelict Vehicles,HEAT/HOT WATER,Water System,Street Condition,Missed Collection (All Materials),Noise - Street/Sidewalk,Request Large Bulky Item Collection,Illegal Parking,Blocked Driveway,Noise - Commercial,Noise - Vehicle,Electronics Waste,Noise,"(1945,)",532,28.0,27.0,26.0,24.0,24.0,23.0,237,147.0,128.0,114.0,77.0,60.0,31.0,29.0
2019-05-26,MANHATTAN,Noise - Street/Sidewalk,Rodent,Water System,Noise - Park,PLUMBING,Taxi Complaint,Maintenance or Facility,Noise - Residential,Request Large Bulky Item Collection,Illegal Parking,Noise - Vehicle,Noise - Commercial,Homeless Person Assistance,Noise,HEAT/HOT WATER,"(1197,)",373,22.0,18.0,17.0,14.0,13.0,11.0,220,57.0,53.0,51.0,48.0,37.0,29.0,28.0
2019-05-26,QUEENS,Noise - Residential,Damaged Tree,Maintenance or Facility,Missed Collection (All Materials),Sanitation Condition,Building/Use,Water System,Illegal Parking,Blocked Driveway,Request Large Bulky Item Collection,Noise - Street/Sidewalk,Noise - Commercial,Noise - Vehicle,Sewer,Street Condition,"(1713,)",543,30.0,28.0,27.0,25.0,25.0,24.0,165,147.0,116.0,109.0,39.0,37.0,36.0,35.0
2019-05-26,STATEN ISLAND,Noise - Residential,Missed Collection (All Materials),Blocked Driveway,Overgrown Tree/Branches,Dead/Dying Tree,Sanitation Condition,General Construction/Plumbing,New Tree Request,Illegal Parking,Request Large Bulky Item Collection,Street Condition,Damaged Tree,Electronics Waste,Water System,Noise - Street/Sidewalk,"(308,)",73,8.0,7.0,6.0,6.0,6.0,5.0,26,23.0,22.0,20.0,15.0,15.0,12.0,9.0
2019-05-26,Unspecified,Benefit Card Replacement,Taxi Compliment,Indoor Air Quality,Research Questions,Illegal Tree Damage,Illegal Parking,Noise - Commercial,HPD Literature Request,Violation of Park Rules,Maintenance or Facility,Noise - Residential,Noise - Street/Sidewalk,Street Condition,Highway Condition,Forms,"(38,)",10,1.0,1.0,1.0,1.0,1.0,1.0,3,3.0,3.0,3.0,2.0,2.0,2.0,1.0
2019-05-27,NYC,Noise - Residential,Water System,Sanitation Condition,Electronics Waste,HEAT/HOT WATER,Maintenance or Facility,Derelict Vehicles,Noise - Street/Sidewalk,Request Large Bulky Item Collection,Illegal Parking,Blocked Driveway,Noise - Vehicle,Noise - Commercial,Street Condition,Noise,"(7652,)",1714,113.0,112.0,102.0,94.0,92.0,87.0,1170,713.0,488.0,349.0,327.0,168.0,155.0,133.0
2019-05-27,BRONX,Noise - Residential,Noise - Commercial,PLUMBING,Maintenance or Facility,Derelict Vehicles,ELECTRIC,Rodent,Noise - Street/Sidewalk,Noise - Vehicle,Illegal Parking,Blocked Driveway,HEAT/HOT WATER,Request Large Bulky Item Collection,Water System,UNSANITARY CONDITION,"(1422,)",341,20.0,19.0,18.0,17.0,16.0,16.0,311,129.0,70.0,56.0,36.0,36.0,32.0,27.0
2019-05-27,BROOKLYN,Noise - Residential,Sanitation Condition,Derelict Vehicles,Water System,Street Condition,UNSANITARY CONDITION,Rodent,Noise - Street/Sidewalk,Request Large Bulky Item Collection,Illegal Parking,Blocked Driveway,Noise - Vehicle,Noise - Commercial,Noise,Electronics Waste,"(2503,)",634,44.0,35.0,34.0,33.0,32.0,28.0,375,256.0,143.0,128.0,88.0,61.0,48.0,45.0
2019-05-27,MANHATTAN,Noise - Street/Sidewalk,Maintenance or Facility,Noise - Helicopter,Water System,PLUMBING,Homeless Person Assistance,PAINT/PLASTER,Noise - Residential,Request Large Bulky Item Collection,Illegal Parking,Noise - Vehicle,Noise - Commercial,Street Condition,Noise,Noise - Park,"(1499,)",393,26.0,24.0,21.0,20.0,19.0,19.0,219,110.0,68.0,60.0,47.0,40.0,34.0,33.0
2019-05-27,QUEENS,Noise - Residential,Noise,Damaged Tree,Electronics Waste,Sanitation Condition,Derelict Vehicles,Building/Use,Request Large Bulky Item Collection,Illegal Parking,Blocked Driveway,Noise - Street/Sidewalk,Street Condition,Noise - Vehicle,Noise - Commercial,Derelict Vehicle,"(1809,)",466,31.0,29.0,27.0,27.0,26.0,25.0,253,178.0,148.0,83.0,47.0,45.0,37.0,33.0
2019-05-27,STATEN ISLAND,Request Large Bulky Item Collection,Sanitation Condition,Water System,Dirty Conditions,Noise - Street/Sidewalk,Derelict Vehicles,Noise,Noise - Residential,Electronics Waste,New Tree Request,Illegal Parking,Street Condition,Damaged Tree,Rodent,Blocked Driveway,"(368,)",58,9.0,7.0,7.0,7.0,7.0,6.0,53,30.0,29.0,29.0,20.0,14.0,11.0,10.0
2019-05-27,Unspecified,Benefit Card Replacement,Non-Emergency Police Matter,Violation of Park Rules,DOF Parking - Payment Issue,DOF Parking - Request Status,Noise - Street/Sidewalk,Sidewalk Condition,Maintenance or Facility,Highway Condition,HPD Literature Request,DCA / DOH New License Application Request,Forms,Overgrown Tree/Branches,Consumer Complaint,DOF Parking - Request Copy,"(51,)",12,1.0,1.0,1.0,1.0,1.0,1.0,8,5.0,4.0,3.0,2.0,2.0,2.0,2.0
2019-05-28,NYC,Request Large Bulky Item Collection,Water System,General Construction/Plumbing,Dirty Conditions,PAINT/PLASTER,Rodent,Noise,Illegal Parking,Noise - Residential,Street Condition,Blocked Driveway,Noise - Street/Sidewalk,UNSANITARY CONDITION,Street Light Condition,Sanitation Condition,"(8723,)",994,192.0,188.0,175.0,169.0,157.0,154.0,594,509.0,429.0,399.0,329.0,242.0,224.0,203.0
2019-05-28,BRONX,Noise - Residential,Street Condition,DOOR/WINDOW,Water System,Sanitation Condition,WATER LEAK,Noise - Vehicle,Noise - Street/Sidewalk,UNSANITARY CONDITION,Illegal Parking,PAINT/PLASTER,Blocked Driveway,Request Large Bulky Item Collection,PLUMBING,HEAT/HOT WATER,"(1253,)",108,32.0,31.0,31.0,29.0,29.0,27.0,81,79.0,77.0,76.0,55.0,49.0,44.0,40.0
2019-05-28,BROOKLYN,Request Large Bulky Item Collection,UNSANITARY CONDITION,Electronics Waste,Rodent,Dirty Conditions,Construction Safety Enforcement,HEAT/HOT WATER,Illegal Parking,Noise - Residential,Blocked Driveway,Street Condition,Noise - Street/Sidewalk,Street Light Condition,Sanitation Condition,General Construction/Plumbing,"(2981,)",348,70.0,68.0,63.0,60.0,59.0,54.0,220,172.0,162.0,127.0,122.0,102.0,84.0,83.0
2019-05-28,MANHATTAN,Request Large Bulky Item Collection,Traffic Signal Condition,HEAT/HOT WATER,Rodent,Dirty Conditions,Water System,PAINT/PLASTER,Noise - Residential,Noise - Street/Sidewalk,Illegal Parking,Street Condition,UNSANITARY CONDITION,Noise,Homeless Person Assistance,General Construction/Plumbing,"(1557,)",178,34.0,34.0,32.0,30.0,29.0,29.0,107,99.0,91.0,65.0,59.0,58.0,50.0,39.0
2019-05-28,QUEENS,Request Large Bulky Item Collection,Dirty Conditions,Sanitation Condition,Damaged Tree,Overgrown Tree/Branches,Sewer,General Construction/Plumbing,Illegal Parking,Blocked Driveway,Street Condition,Noise - Residential,Street Light Condition,Water System,Derelict Vehicle,Derelict Vehicles,"(2254,)",359,53.0,51.0,46.0,40.0,39.0,38.0,191,162.0,150.0,105.0,76.0,59.0,58.0,55.0
2019-05-28,STATEN ISLAND,Request Large Bulky Item Collection,Illegal Parking,Dirty Conditions,Sidewalk Condition,Dead/Dying Tree,Blocked Driveway,Overgrown Tree/Branches,Street Condition,Electronics Waste,Street Light Condition,Sanitation Condition,Water System,Damaged Tree,Noise - Residential,Derelict Vehicle,"(538,)",60,15.0,15.0,13.0,13.0,13.0,13.0,51,51.0,22.0,20.0,20.0,19.0,16.0,15.0
2019-05-28,Unspecified,Benefit Card Replacement,Street Condition,Street Light Condition,DPR Internal,Traffic,Traffic Signal Condition,Street Sign - Damaged,Highway Condition,DCA / DOH New License Application Request,DOF Parking - Payment Issue,Question,Ferry Inquiry,HPD Literature Request,Consumer Complaint,Maintenance or Facility,"(140,)",39,4.0,3.0,3.0,2.0,2.0,2.0,17,12.0,10.0,9.0,7.0,6.0,5.0,4.0
2019-05-29,NYC,Request Large Bulky Item Collection,General Construction/Plumbing,PAINT/PLASTER,HEAT/HOT WATER,Sanitation Condition,Missed Collection (All Materials),Traffic Signal Condition,Illegal Parking,Blocked Driveway,Street Condition,Noise - Residential,Street Light Condition,UNSANITARY CONDITION,Sewer,Noise,"(8106,)",842,174.0,166.0,162.0,162.0,158.0,150.0,640,407.0,404.0,339.0,259.0,209.0,195.0,184.0
2019-05-29,BRONX,Street Light Condition,HEAT/HOT WATER,WATER LEAK,Water System,GENERAL,Rodent,Traffic Signal Condition,Noise - Residential,UNSANITARY CONDITION,PAINT/PLASTER,Blocked Driveway,PLUMBING,Illegal Parking,Street Condition,Request Large Bulky Item Collection,"(1357,)",102,47.0,36.0,33.0,32.0,29.0,29.0,94,81.0,76.0,73.0,67.0,60.0,55.0,53.0
2019-05-29,BROOKLYN,Request Large Bulky Item Collection,General Construction/Plumbing,Electronics Waste,Dirty Conditions,HEAT/HOT WATER,Sewer,Rodent,Illegal Parking,Blocked Driveway,Street Condition,Noise - Residential,Sidewalk Condition,UNSANITARY CONDITION,Sanitation Condition,Missed Collection (All Materials),"(2424,)",276,59.0,51.0,51.0,51.0,49.0,47.0,209,151.0,94.0,87.0,78.0,72.0,70.0,69.0
2019-05-29,MANHATTAN,Request Large Bulky Item Collection,Graffiti,Noise - Commercial,HEAT/HOT WATER,For Hire Vehicle Complaint,UNSANITARY CONDITION,Rodent,Illegal Parking,Noise,Noise - Residential,Noise - Street/Sidewalk,Homeless Person Assistance,Street Condition,Street Light Condition,General Construction/Plumbing,"(1447,)",153,36.0,31.0,28.0,28.0,26.0,25.0,124,100.0,88.0,64.0,61.0,51.0,39.0,36.0
2019-05-29,QUEENS,Request Large Bulky Item Collection,Sanitation Condition,Missed Collection (All Materials),Building/Use,Water System,Traffic Signal Condition,Derelict Vehicles,Illegal Parking,Blocked Driveway,Street Condition,Sewer,Street Light Condition,Derelict Vehicle,Noise - Residential,General Construction/Plumbing,"(2114,)",296,44.0,43.0,42.0,39.0,39.0,38.0,193,157.0,147.0,84.0,73.0,63.0,55.0,55.0
2019-05-29,STATEN ISLAND,Request Large Bulky Item Collection,Blocked Driveway,Street Light Condition,Traffic Signal Condition,Derelict Vehicle,Sanitation Condition,Noise - Residential,Street Condition,Illegal Parking,Electronics Waste,Damaged Tree,Sewer,Missed Collection (All Materials),New Tree Request,Overgrown Tree/Branches,"(637,)",64,17.0,15.0,14.0,14.0,14.0,14.0,53,52.0,52.0,37.0,30.0,26.0,19.0,17.0
2019-05-29,Unspecified,Benefit Card Replacement,Maintenance or Facility,Damaged Tree,Noise - Vehicle,Broken Parking Meter,Illegal Parking,Research Questions,Highway Condition,HPD Literature Request,DCA / DOH New License Application Request,DOF Parking - Request Status,Street Condition,DOF Parking - Payment Issue,Forms,Question,"(127,)",52,2.0,2.0,2.0,2.0,2.0,1.0,16,12.0,6.0,4.0,4.0,4.0,3.0,2.0
2019-05-30,NYC,Request Large Bulky Item Collection,General Construction/Plumbing,Missed Collection (All Materials),Noise,Water System,PAINT/PLASTER,Traffic Signal Condition,Illegal Parking,Blocked Driveway,Street Condition,Noise - Residential,Sewer,Street Light Condition,UNSANITARY CONDITION,Sanitation Condition,"(7936,)",854,195.0,173.0,167.0,162.0,157.0,142.0,568,406.0,401.0,351.0,305.0,234.0,200.0,199.0
2019-05-30,BRONX,Noise - Residential,Traffic Signal Condition,WATER LEAK,HEAT/HOT WATER,DOOR/WINDOW,Water System,PLUMBING,Blocked Driveway,Illegal Parking,Street Light Condition,UNSANITARY CONDITION,PAINT/PLASTER,Street Condition,Request Large Bulky Item Collection,Derelict Vehicles,"(1215,)",117,36.0,34.0,32.0,30.0,28.0,27.0,73,71.0,63.0,63.0,58.0,46.0,40.0,40.0
2019-05-30,BROOKLYN,Request Large Bulky Item Collection,Missed Collection (All Materials),PAINT/PLASTER,Electronics Waste,Water System,WATER LEAK,HEAT/HOT WATER,Illegal Parking,Blocked Driveway,Sewer,Street Condition,Noise - Residential,General Construction/Plumbing,UNSANITARY CONDITION,Sanitation Condition,"(2537,)",301,69.0,65.0,49.0,48.0,48.0,46.0,162,135.0,118.0,103.0,97.0,85.0,76.0,75.0
2019-05-30,MANHATTAN,Request Large Bulky Item Collection,HEAT/HOT WATER,General Construction/Plumbing,Taxi Complaint,Rodent,Noise - Commercial,For Hire Vehicle Complaint,Illegal Parking,Noise,Noise - Residential,Street Condition,Noise - Street/Sidewalk,PLUMBING,Street Light Condition,Homeless Person Assistance,"(1423,)",150,34.0,33.0,32.0,31.0,26.0,26.0,123,77.0,73.0,54.0,50.0,38.0,38.0,37.0
