,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_name,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane
134,BLOCKFACE,NYPD,New York City Police Department,,MANHATTAN,,,,NEW YORK,,08 MANHATTAN,Illegal Parking,2019-06-14T00:50:50.000,EAST 62 STREET,EAST 63 STREET,Blocked Bike Lane,2019-06-14T08:50:50.000,Precinct,2 AVENUE,10065,,,,40.76279856353548,"{'type': 'Point', 'coordinates': [-73.962746322364, 40.762798563535]}",Street/Sidewalk,-73.96274632236367,PHONE,MANHATTAN,Unspecified,2019-06-14T01:00:44.000,Your complaint has been received by the Police Department and additional information will be available later.,,Assigned,2 AVENUE,,42962278,994570,217187
135,,DOT,Department of Transportation,,Unspecified,East/Brooklyn Bound,Staten Island Expwy,Clove Rd/Richmond Rd (Exit 13) - Lily Pond Ave/Bay St (Exit 15 S-N),STATEN ISLAND,,0 Unspecified,Highway Condition,2019-06-14T00:50:57.000,,,Pothole - Highway,,N/A,,10304,,,,40.60687536641399,"{'type': 'Point', 'coordinates': [-74.085407722103, 40.606875366414]}",Highway,-74.0854077221027,PHONE,Unspecified,Unspecified,2019-06-14T02:31:51.000,The Department of Transportation will inspect the condition and will determine the next action.,Roadway,Assigned,,,42959083,960535,160389
136,ADDRESS,NYPD,New York City Police Department,,QUEENS,,,,ELMHURST,,04 QUEENS,Illegal Parking,2019-06-14T00:51:18.000,BAXTER AVENUE,BRITTON AVENUE,Posted Parking Sign Violation,2019-06-14T08:51:18.000,Precinct,40-35 GLEANE STREET,11373,,,,40.747189134548165,"{'type': 'Point', 'coordinates': [-73.881480188159, 40.747189134548]}",Street/Sidewalk,-73.88148018815879,MOBILE,QUEENS,Unspecified,2019-06-14T01:11:06.000,Your complaint has been received by the Police Department and additional information will be available later.,,Assigned,GLEANE STREET,,42962780,1017090,211520
137,ADDRESS,NYPD,New York City Police Department,3061680001,BROOKLYN,,,,BROOKLYN,2019-06-14T02:17:24.000,11 BROOKLYN,Noise - Residential,2019-06-14T00:51:54.000,14 AVENUE,15 AVENUE,Loud Music/Party,2019-06-14T08:51:54.000,Precinct,1405 71 STREET,11228,,,,40.62102354621877,"{'type': 'Point', 'coordinates': [-74.002456690022, 40.621023546219]}",Residential Building/House,-74.00245669002189,ONLINE,BROOKLYN,Unspecified,2019-06-14T02:17:24.000,The Police Department responded to the complaint and determined that police action was not necessary.,,Closed,71 STREET,,42955013,983568,165532
138,ADDRESS,NYPD,New York City Police Department,3043040046,BROOKLYN,,,,BROOKLYN,2019-06-14T02:11:13.000,05 BROOKLYN,Blocked Driveway,2019-06-14T00:52:01.000,BEND,HEGEMAN AVENUE,No Access,2019-06-14T08:52:01.000,Precinct,765 MILLER AVENUE,11207,,,,40.6620693074546,"{'type': 'Point', 'coordinates': [-73.8878382101, 40.662069307455]}",Street/Sidewalk,-73.88783821010028,PHONE,BROOKLYN,Unspecified,2019-06-14T02:11:13.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,MILLER AVENUE,,42955190,1015368,180506
139,ADDRESS,NYPD,New York City Police Department,5003520032,STATEN ISLAND,,,,STATEN ISLAND,2019-06-14T01:48:48.000,01 STATEN ISLAND,Noise - Commercial,2019-06-14T00:52:06.000,GREENLEAF AVENUE,DUBOIS AVENUE,Loud Music/Party,2019-06-14T08:52:06.000,Precinct,1142 FOREST AVENUE,10310,,,,40.626719288486505,"{'type': 'Point', 'coordinates': [-74.127852493345, 40.626719288487]}",Store/Commercial,-74.12785249334458,MOBILE,STATEN ISLAND,Unspecified,2019-06-14T01:48:48.000,The Police Department responded to the complaint and determined that police action was not necessary.,,Closed,FOREST AVENUE,,42964618,948760,167633
140,ADDRESS,NYPD,New York City Police Department,,QUEENS,,,,ELMHURST,,04 QUEENS,Illegal Parking,2019-06-14T00:52:20.000,BAXTER AVENUE,BRITTON AVENUE,Posted Parking Sign Violation,2019-06-14T08:52:20.000,Precinct,40-35 GLEANE STREET,11373,,,,40.747189134548165,"{'type': 'Point', 'coordinates': [-73.881480188159, 40.747189134548]}",Street/Sidewalk,-73.88148018815879,MOBILE,QUEENS,Unspecified,2019-06-14T01:11:06.000,Your complaint has been received by the Police Department and additional information will be available later.,,Assigned,GLEANE STREET,,42956274,1017090,211520
141,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,,,,NEW YORK,,06 MANHATTAN,Noise - Vehicle,2019-06-14T00:52:32.000,,,Car/Truck Horn,2019-06-14T08:52:32.000,Precinct,,10022,EAST   56 STREET,1 AVENUE,,40.757638657717955,"{'type': 'Point', 'coordinates': [-73.963409760089, 40.757638657718]}",Street/Sidewalk,-73.96340976008901,PHONE,MANHATTAN,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,Open,,,42964398,994387,215307
142,ADDRESS,NYPD,New York City Police Department,2050200018,BRONX,,,,BRONX,,12 BRONX,Blocked Driveway,2019-06-14T00:52:46.000,EDENWALD AVENUE,BUSSING AVENUE,No Access,2019-06-14T08:52:46.000,Precinct,4146 BAYCHESTER AVENUE,10466,,,,40.89411346627003,"{'type': 'Point', 'coordinates': [-73.844107925638, 40.89411346627]}",Street/Sidewalk,-73.84410792563793,PHONE,BRONX,Unspecified,2019-06-14T02:11:12.000,Your complaint has been received by the Police Department and additional information will be available later.,,Assigned,BAYCHESTER AVENUE,,42960323,1027350,265066
143,ADDRESS,NYPD,New York City Police Department,3019650080,BROOKLYN,,,,BROOKLYN,,02 BROOKLYN,Noise - Street/Sidewalk,2019-06-14T00:53:25.000,CAMBRIDGE PLACE,GRAND AVENUE,Loud Music/Party,2019-06-14T08:53:25.000,Precinct,133 GATES AVENUE,11238,,,,40.684822744364126,"{'type': 'Point', 'coordinates': [-73.962757434509, 40.684822744364]}",Street/Sidewalk,-73.96275743450865,PHONE,BROOKLYN,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,Open,GATES AVENUE,,42956589,994579,188778
144,ADDRESS,DOT,Department of Transportation,3018689028,BROOKLYN,,,,BROOKLYN,,03 BROOKLYN,Street Light Condition,2019-06-14T00:54:00.000,BROOKLYN AVE,HERKIMER COURT,Street Light Out,,N/A,260 HERKIMER STREET,11216,,,,40.67936714058921,"{'type': 'Point', 'coordinates': [-73.944766245686, 40.679367140589]}",,-73.94476624568584,UNKNOWN,BROOKLYN,Unspecified,,,,Open,HERKIMER STREET,,42963068,999570,186793
145,ADDRESS,DSNY,Department of Sanitation,3053920062,BROOKLYN,,,,BROOKLYN,,12 BROOKLYN,Request Large Bulky Item Collection,2019-06-14T00:54:00.000,CORTELYOU ROAD,DITMAS AVENUE,Request Large Bulky Item Collection,,N/A,527 EAST    8 STREET,11218,,,,40.637192067297775,"{'type': 'Point', 'coordinates': [-73.970426102911, 40.637192067298]}",Sidewalk,-73.97042610291145,PHONE,BROOKLYN,Unspecified,2019-06-21T00:00:00.000,The Department of Sanitation has sent this complaint to the appropriate district garage or bureau for further action.,,Assigned,EAST    8 STREET,,42955811,992458,171424
146,ADDRESS,NYPD,New York City Police Department,5003520031,STATEN ISLAND,,,,STATEN ISLAND,2019-06-14T01:48:48.000,01 STATEN ISLAND,Noise - Commercial,2019-06-14T00:54:01.000,GREENLEAF AVENUE,DUBOIS AVENUE,Loud Music/Party,2019-06-14T08:54:01.000,Precinct,1144 FOREST AVENUE,10310,,,,40.626710990012654,"{'type': 'Point', 'coordinates': [-74.127910117377, 40.626710990013]}",Store/Commercial,-74.12791011737707,MOBILE,STATEN ISLAND,Unspecified,2019-06-14T01:48:48.000,The Police Department responded to the complaint and determined that police action was not necessary.,,Closed,FOREST AVENUE,,42964619,948744,167630
147,ADDRESS,NYPD,New York City Police Department,3082640007,BROOKLYN,,,,BROOKLYN,2019-06-14T01:52:54.000,18 BROOKLYN,Blocked Driveway,2019-06-14T00:54:24.000,EAST 99 STREET,EAST 100 STREET,Partial Access,2019-06-14T08:54:24.000,Precinct,9907 AVENUE M,11236,,,,40.63825369434003,"{'type': 'Point', 'coordinates': [-73.891625482656, 40.63825369434]}",Street/Sidewalk,-73.89162548265608,PHONE,BROOKLYN,Unspecified,2019-06-14T01:52:54.000,The Police Department issued a summons in response to the complaint.,,Closed,AVENUE M,,42964369,1014328,171828
148,INTERSECTION,DOT,Department of Transportation,,BROOKLYN,,,,BROOKLYN,,14 BROOKLYN,Traffic Signal Condition,2019-06-14T00:55:00.000,,,Controller,,N/A,,11226,BEDFORD AVENUE,AVENUE D,,40.64059031737562,"{'type': 'Point', 'coordinates': [-73.954282075321, 40.640590317376]}",,-73.95428207532147,UNKNOWN,BROOKLYN,Unspecified,,,,Open,,,42955344,996938,172664
149,ADDRESS,NYPD,New York City Police Department,5003520031,STATEN ISLAND,,,,STATEN ISLAND,2019-06-14T01:48:48.000,01 STATEN ISLAND,Noise - Commercial,2019-06-14T00:55:02.000,GREENLEAF AVENUE,DUBOIS AVENUE,Loud Music/Party,2019-06-14T08:55:02.000,Precinct,1144 FOREST AVENUE,10310,,,,40.626710990012654,"{'type': 'Point', 'coordinates': [-74.127910117377, 40.626710990013]}",Store/Commercial,-74.12791011737707,MOBILE,STATEN ISLAND,Unspecified,2019-06-14T01:48:48.000,The Police Department responded to the complaint and determined that police action was not necessary.,,Closed,FOREST AVENUE,,42957998,948744,167630
150,ADDRESS,NYPD,New York City Police Department,4035030016,QUEENS,,,,RIDGEWOOD,,05 QUEENS,Noise - Commercial,2019-06-14T00:55:24.000,67 AVENUE,CORNELIA STREET,Loud Music/Party,2019-06-14T08:55:24.000,Precinct,67-01 FOREST AVENUE,11385,,,,40.70433785133002,"{'type': 'Point', 'coordinates': [-73.901782687564, 40.70433785133]}",Store/Commercial,-73.90178268756382,MOBILE,QUEENS,Unspecified,2019-06-14T01:10:04.000,Your complaint has been received by the Police Department and additional information will be available later.,,Assigned,FOREST AVENUE,,42959103,1011482,195901
151,,DOT,Department of Transportation,,Unspecified,North/Westchester County Bound,Bronx River Pkwy,Pelham Pkwy (Exit 7E) - East Fordham Road (US 1S) (Exit 7W),BRONX,2019-06-14T02:33:48.000,0 Unspecified,Highway Condition,2019-06-14T00:55:34.000,,,Litter,2019-06-28T00:46:08.000,N/A,,10462,,,,40.85547517733097,"{'type': 'Point', 'coordinates': [-73.87214879601, 40.855475177331]}",Highway,-73.87214879600968,PHONE,Unspecified,Unspecified,2019-06-14T02:33:19.000,"The condition has been inspected/investigated, see customer notes for more information.",Roadway,Closed,,,42963209,1019618,250976
152,ADDRESS,NYPD,New York City Police Department,1004020029,MANHATTAN,,,,NEW YORK,2019-06-14T01:08:02.000,03 MANHATTAN,Noise - Residential,2019-06-14T00:55:45.000,AVENUE A,AVENUE B,Banging/Pounding,2019-06-14T08:55:45.000,Precinct,172 EAST 7 STREET,10009,,,,40.72535104931395,"{'type': 'Point', 'coordinates': [-73.981888723773, 40.725351049314]}",Residential Building/House,-73.98188872377295,PHONE,MANHATTAN,Unspecified,2019-06-14T01:08:02.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,EAST 7 STREET,,42956758,989270,203542
153,ADDRESS,NYPD,New York City Police Department,5003520032,STATEN ISLAND,,,,STATEN ISLAND,2019-06-14T01:48:47.000,01 STATEN ISLAND,Noise - Commercial,2019-06-14T00:56:02.000,GREENLEAF AVENUE,DUBOIS AVENUE,Loud Music/Party,2019-06-14T08:56:02.000,Precinct,1142 FOREST AVENUE,10310,,,,40.626719288486505,"{'type': 'Point', 'coordinates': [-74.127852493345, 40.626719288487]}",Store/Commercial,-74.12785249334458,MOBILE,STATEN ISLAND,Unspecified,2019-06-14T01:48:47.000,The Police Department responded to the complaint and determined that police action was not necessary.,,Closed,FOREST AVENUE,,42960609,948760,167633
154,ADDRESS,NYPD,New York City Police Department,4095720047,QUEENS,,,,SOUTH RICHMOND HILL,,10 QUEENS,Blocked Driveway,2019-06-14T00:56:23.000,LIBERTY AVENUE,107 AVENUE,No Access,2019-06-14T08:56:23.000,Precinct,104-49 118 STREET,11419,,,,40.685716585043295,"{'type': 'Point', 'coordinates': [-73.824886452618, 40.685716585043]}",Street/Sidewalk,-73.8248864526185,ONLINE,QUEENS,Unspecified,,"Your complaint has been forwarded to the New York Police Department for a non-emergency response. If the police determine the vehicle is illegally parked, they will ticket the vehicle and then you may either contact a private towing company to remove the vehicle or ask your local precinct to contact 'rotation tow'. Any fees charged for towing will have to be paid by the vehicle owner. 311 will have additional information in 8 hours. Please note your service request number for future reference.",,Open,118 STREET,,42958823,1032816,189150
155,ADDRESS,NYPD,New York City Police Department,4006140008,QUEENS,,,,ASTORIA,,01 QUEENS,Noise - Commercial,2019-06-14T00:56:27.000,32 STREET,33 STREET,Loud Music/Party,2019-06-14T08:56:27.000,Precinct,32-03 BROADWAY,11106,,,,40.76154468058854,"{'type': 'Point', 'coordinates': [-73.924450812548, 40.761544680589]}",Club/Bar/Restaurant,-73.92445081254765,PHONE,QUEENS,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,Open,BROADWAY,,42960428,1005179,216737
156,ADDRESS,NYPD,New York City Police Department,4050457501,QUEENS,,,,FLUSHING,2019-06-14T01:43:40.000,07 QUEENS,Noise - Street/Sidewalk,2019-06-14T00:56:33.000,BARCLAY AVENUE,SANFORD AVENUE,Loud Music/Party,2019-06-14T08:56:33.000,Precinct,41-40 UNION STREET,11355,,,,40.758311021135064,"{'type': 'Point', 'coordinates': [-73.825496938676, 40.758311021135]}",Street/Sidewalk,-73.82549693867641,MOBILE,QUEENS,Unspecified,2019-06-14T01:43:40.000,The Police Department responded to the complaint and determined that police action was not necessary.,,Closed,UNION STREET,,42963325,1032594,215598
157,ADDRESS,DSNY,Department of Sanitation,4003300048,QUEENS,,,,Astoria,,01 QUEENS,Request Large Bulky Item Collection,2019-06-14T00:57:00.000,35 AVENUE,36 AVENUE,Request Large Bulky Item Collection,,N/A,35-60 11 STREET,11106,,,,40.761833549318624,"{'type': 'Point', 'coordinates': [-73.939535843962, 40.761833549319]}",Sidewalk,-73.93953584396239,PHONE,QUEENS,Unspecified,2019-06-18T00:00:00.000,The Department of Sanitation has sent this complaint to the appropriate district garage or bureau for further action.,,Assigned,11 STREET,,42964975,1001000,216839
158,ADDRESS,NYPD,New York City Police Department,4033670050,QUEENS,,,,RIDGEWOOD,2019-06-14T02:11:13.000,05 QUEENS,Blocked Driveway,2019-06-14T00:58:33.000,TONSOR STREET,FOREST AVENUE,No Access,2019-06-14T08:58:33.000,Precinct,2231 GREENE AVENUE,11385,,,,40.71128577255521,"{'type': 'Point', 'coordinates': [-73.906176676003, 40.711285772555]}",Street/Sidewalk,-73.9061766760028,PHONE,QUEENS,Unspecified,2019-06-14T02:11:13.000,The Police Department issued a summons in response to the complaint.,,Closed,GREENE AVENUE,,42961686,1010261,198431
159,ADDRESS,NYPD,New York City Police Department,3070770070,BROOKLYN,,,,BROOKLYN,2019-06-14T01:58:00.000,11 BROOKLYN,Noise - Residential,2019-06-14T00:58:34.000,AVENUE S,AVENUE T,Loud Talking,2019-06-14T08:58:34.000,Precinct,1945 WEST 12 STREET,11223,,,,40.59942364206508,"{'type': 'Point', 'coordinates': [-73.983799013321, 40.599423642065]}",Residential Building/House,-73.9837990133207,ONLINE,BROOKLYN,Unspecified,2019-06-14T01:58:00.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,WEST 12 STREET,,42964665,988749,157663
160,ADDRESS,NYPD,New York City Police Department,1022270011,MANHATTAN,,,,NEW YORK,,12 MANHATTAN,Noise - Street/Sidewalk,2019-06-14T00:59:19.000,WEST 207 STREET,ISHAM STREET,Loud Talking,2019-06-14T08:59:19.000,Precinct,161 VERMILYEA AVENUE,10034,,,,40.86708972530586,"{'type': 'Point', 'coordinates': [-73.919695813822, 40.867089725306]}",Street/Sidewalk,-73.91969581382166,MOBILE,MANHATTAN,Unspecified,2019-06-14T01:12:07.000,Your complaint has been received by the Police Department and additional information will be available later.,,Assigned,VERMILYEA AVENUE,,42956573,1006461,255192
161,ADDRESS,NYPD,New York City Police Department,3008550050,BROOKLYN,,,,BROOKLYN,2019-06-14T02:26:37.000,07 BROOKLYN,Noise - Residential,2019-06-14T01:00:28.000,4 AVENUE,5 AVENUE,Loud Music/Party,2019-06-14T09:00:28.000,Precinct,465 59 STREET,11220,,,,40.64059548930525,"{'type': 'Point', 'coordinates': [-74.016412764409, 40.640595489305]}",Residential Building/House,-74.01641276440856,PHONE,BROOKLYN,Unspecified,2019-06-14T02:06:06.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,59 STREET,,42959305,979695,172663
162,ADDRESS,NYPD,New York City Police Department,3047710009,BROOKLYN,,,,BROOKLYN,,17 BROOKLYN,Noise - Street/Sidewalk,2019-06-14T01:00:38.000,UTICA AVENUE,EAST 51 STREET,Loud Talking,2019-06-14T09:00:38.000,Precinct,5022 CLARENDON ROAD,11203,,,,40.644442324029235,"{'type': 'Point', 'coordinates': [-73.92928951102, 40.644442324029]}",Street/Sidewalk,-73.92928951101962,ONLINE,BROOKLYN,Unspecified,2019-06-14T02:05:04.000,Your complaint has been received by the Police Department and additional information will be available later.,,Assigned,CLARENDON ROAD,,42964429,1003873,174072
163,ADDRESS,NYPD,New York City Police Department,2059530550,BRONX,,,,BRONX,,08 BRONX,Noise - Residential,2019-06-14T01:01:08.000,WEST 256 STREET,BEND,Banging/Pounding,2019-06-14T09:01:08.000,Precinct,5620 NETHERLAND AVENUE,10471,,,,40.90489321223317,"{'type': 'Point', 'coordinates': [-73.906326618363, 40.904893212233]}",Residential Building/House,-73.90632661836301,ONLINE,BRONX,Unspecified,2019-06-14T01:15:12.000,Your complaint has been received by the Police Department and additional information will be available later.,,Assigned,NETHERLAND AVENUE,,42960628,1010144,268969
164,ADDRESS,NYPD,New York City Police Department,3003060029,BROOKLYN,,,,BROOKLYN,2019-06-14T01:47:46.000,06 BROOKLYN,Noise - Street/Sidewalk,2019-06-14T01:01:44.000,HENRY STREET,CLINTON STREET,Loud Talking,2019-06-14T09:01:44.000,Precinct,203 BALTIC STREET,11201,,,,40.68692572416148,"{'type': 'Point', 'coordinates': [-73.996534879164, 40.686925724161]}",Street/Sidewalk,-73.996534879164,MOBILE,BROOKLYN,Unspecified,2019-06-14T01:47:46.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,BALTIC STREET,,42963332,985211,189542
165,ADDRESS,NYPD,New York City Police Department,1014370049,MANHATTAN,,,,NEW YORK,,08 MANHATTAN,Noise - Vehicle,2019-06-14T01:02:37.000,EAST 62 STREET,EAST 63 STREET,Car/Truck Horn,2019-06-14T09:02:37.000,Precinct,1190 2 AVENUE,10065,,,,40.76282051213206,"{'type': 'Point', 'coordinates': [-73.962717431256, 40.762820512132]}",Street/Sidewalk,-73.96271743125608,MOBILE,MANHATTAN,Unspecified,2019-06-14T01:08:01.000,Your complaint has been received by the Police Department and additional information will be available later.,,Assigned,2 AVENUE,,42964442,994578,217195
166,ADDRESS,DSNY,Department of Sanitation,3076330005,BROOKLYN,,,,BROOKLYN,,18 BROOKLYN,Request Large Bulky Item Collection,2019-06-14T01:06:00.000,NEW YORK AVENUE,EAST 34 STREET,Request Large Bulky Item Collection,,N/A,3311 AVENUE L,11210,,,,40.62233787682829,"{'type': 'Point', 'coordinates': [-73.942911447389, 40.622337876828]}",Sidewalk,-73.94291144738932,PHONE,BROOKLYN,Unspecified,2019-06-15T00:00:00.000,The Department of Sanitation has sent this complaint to the appropriate district garage or bureau for further action.,,Assigned,AVENUE L,,42960954,1000098,166016
167,ADDRESS,NYPD,New York City Police Department,2049590046,BRONX,,,,BRONX,,12 BRONX,Illegal Parking,2019-06-14T01:06:22.000,EAST 233 STREET,STRANG AVENUE,Blocked Hydrant,2019-06-14T09:06:22.000,Precinct,3961 MONTICELLO AVENUE,10466,,,,40.890116823325485,"{'type': 'Point', 'coordinates': [-73.837856665725, 40.890116823325]}",Street/Sidewalk,-73.83785666572479,PHONE,BRONX,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,Open,MONTICELLO AVENUE,,42954921,1029081,263613
168,ADDRESS,NYPD,New York City Police Department,4063060015,QUEENS,,,,BAYSIDE,,11 QUEENS,Noise - Residential,2019-06-14T01:07:14.000,215 PLACE,216 STREET,Loud Television,2019-06-14T09:07:14.000,Precinct,215-37 43 AVENUE,11361,,,,40.76198933329452,"{'type': 'Point', 'coordinates': [-73.766755556879, 40.761989333295]}",Residential Building/House,-73.76675555687909,PHONE,QUEENS,Unspecified,,Your complaint has been forwarded to the New York Police Department for a non-emergency response. Your complaint will take priority over other non-emergency complaints. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,Open,43 AVENUE,,42964415,1048864,216976
169,ADDRESS,NYPD,New York City Police Department,4034410052,QUEENS,,,,RIDGEWOOD,,05 QUEENS,Noise - Vehicle,2019-06-14T01:09:07.000,CYPRESS AVENUE,SENECA AVENUE,Car/Truck Music,2019-06-14T09:09:07.000,Precinct,1719 LINDEN STREET,11385,,,,40.702878876241236,"{'type': 'Point', 'coordinates': [-73.91001512072, 40.702878876241]}",Street/Sidewalk,-73.91001512071952,MOBILE,QUEENS,Unspecified,2019-06-14T01:39:36.000,Your complaint has been received by the Police Department and additional information will be available later.,,Assigned,LINDEN STREET,,42964450,1009200,195367
170,ADDRESS,NYPD,New York City Police Department,2050200018,BRONX,,,,BRONX,,12 BRONX,Blocked Driveway,2019-06-14T01:10:57.000,EDENWALD AVENUE,BUSSING AVENUE,No Access,2019-06-14T09:10:57.000,Precinct,4146 BAYCHESTER AVENUE,10466,,,,40.89411346627003,"{'type': 'Point', 'coordinates': [-73.844107925638, 40.89411346627]}",Street/Sidewalk,-73.84410792563793,PHONE,BRONX,Unspecified,,"Your complaint has been forwarded to the New York Police Department for a non-emergency response. If the police determine the vehicle is illegally parked, they will ticket the vehicle and then you may either contact a private towing company to remove the vehicle or ask your local precinct to contact 'rotation tow'. Any fees charged for towing will have to be paid by the vehicle owner. 311 will have additional information in 8 hours. Please note your service request number for future reference.",,Open,BAYCHESTER AVENUE,,42958822,1027350,265066
171,BLOCKFACE,NYPD,New York City Police Department,,MANHATTAN,,,,NEW YORK,,12 MANHATTAN,Noise - Street/Sidewalk,2019-06-14T01:11:30.000,WEST 179 STREET,WEST 180 STREET,Loud Music/Party,2019-06-14T09:11:30.000,Precinct,BROADWAY,10033,,,,40.849237811830896,"{'type': 'Point', 'coordinates': [-73.936734641921, 40.849237811831]}",Street/Sidewalk,-73.93673464192106,PHONE,MANHATTAN,Unspecified,2019-06-14T01:55:58.000,Your complaint has been received by the Police Department and additional information will be available later.,,Assigned,BROADWAY,,42961773,1001753,248684
172,ADDRESS,NYPD,New York City Police Department,3068070058,BROOKLYN,,,,BROOKLYN,2019-06-14T01:27:25.000,15 BROOKLYN,Derelict Vehicle,2019-06-14T01:11:54.000,QUENTIN ROAD,AVENUE R,With License Plate,2019-06-14T09:11:54.000,Precinct,1781 EAST 24 STREET,11229,,,,40.60745573535619,"{'type': 'Point', 'coordinates': [-73.949028636906, 40.607455735356]}",Street/Sidewalk,-73.94902863690552,MOBILE,BROOKLYN,Unspecified,2019-06-14T01:27:25.000,The Police Department reviewed your complaint and provided additional information below.,,Closed,EAST 24 STREET,,42963240,998403,160593
173,ADDRESS,NYPD,New York City Police Department,1020880038,MANHATTAN,,,,NEW YORK,,09 MANHATTAN,Noise - Residential,2019-06-14T01:12:10.000,BROADWAY,RIVERSIDE DRIVE,Loud Music/Party,2019-06-14T09:12:10.000,Precinct,610 WEST 141 STREET,10031,,,,40.82410396969219,"{'type': 'Point', 'coordinates': [-73.952840797026, 40.824103969692]}",Residential Building/House,-73.95284079702623,PHONE,MANHATTAN,Unspecified,2019-06-14T01:40:37.000,Your complaint has been received by the Police Department and additional information will be available later.,,Assigned,WEST 141 STREET,,42956759,997302,239524
174,ADDRESS,DOT,Department of Transportation,3054470001,BROOKLYN,,,,BROOKLYN,,12 BROOKLYN,Street Sign - Damaged,2019-06-14T01:12:55.000,15 AVENUE,16 AVENUE,St Name - Attached to Pole,2019-06-28T01:12:55.000,N/A,1501 49 STREET,11219,,,,40.632174960903306,"{'type': 'Point', 'coordinates': [-73.98737583537, 40.632174960903]}",Street,-73.98737583536952,MOBILE,BROOKLYN,Unspecified,,The Department of Transportation requires 14 days to respond to this type of complaint.  Please note your Service Request number for future reference.,,Open,49 STREET,,42957396,987754,169595
175,ADDRESS,NYPD,New York City Police Department,2028780019,BRONX,,,,BRONX,,05 BRONX,Noise - Residential,2019-06-14T01:13:23.000,FEATHERBED LANE,WEST 175 STREET,Loud Talking,2019-06-14T09:13:23.000,Precinct,1605 MARTIN LUTHER KING JR BOULEVARD,10453,,,,40.8470757871452,"{'type': 'Point', 'coordinates': [-73.920312741466, 40.847075787145]}",Residential Building/House,-73.9203127414657,ONLINE,BRONX,Unspecified,2019-06-14T01:21:18.000,Your complaint has been received by the Police Department and additional information will be available later.,,Assigned,MARTIN LUTHER KING JR BOULEVARD,,42959085,1006297,247900
176,ADDRESS,NYPD,New York City Police Department,3068070058,BROOKLYN,,,,BROOKLYN,2019-06-14T01:27:25.000,15 BROOKLYN,Illegal Parking,2019-06-14T01:13:43.000,QUENTIN ROAD,AVENUE R,Posted Parking Sign Violation,2019-06-14T09:13:43.000,Precinct,1781 EAST 24 STREET,11229,,,,40.60745573535619,"{'type': 'Point', 'coordinates': [-73.949028636906, 40.607455735356]}",Street/Sidewalk,-73.94902863690552,MOBILE,BROOKLYN,Unspecified,2019-06-14T01:27:25.000,The Police Department reviewed your complaint and provided additional information below.,,Closed,EAST 24 STREET,,42954960,998403,160593
177,ADDRESS,NYPD,New York City Police Department,4090510058,QUEENS,,,,OZONE PARK,,09 QUEENS,Blocked Driveway,2019-06-14T01:14:29.000,97 AVENUE,101 AVENUE,No Access,2019-06-14T09:14:29.000,Precinct,97-19 80 STREET,11416,,,,40.68177294946876,"{'type': 'Point', 'coordinates': [-73.859336278377, 40.681772949469]}",Street/Sidewalk,-73.85933627837669,PHONE,QUEENS,Unspecified,2019-06-14T02:01:02.000,Your complaint has been received by the Police Department and additional information will be available later.,,Assigned,80 STREET,,42964108,1023264,187696
178,ADDRESS,NYPD,New York City Police Department,1020880038,MANHATTAN,,,,NEW YORK,,09 MANHATTAN,Noise - Street/Sidewalk,2019-06-14T01:17:00.000,BROADWAY,RIVERSIDE DRIVE,Loud Music/Party,2019-06-14T09:17:00.000,Precinct,610 WEST 141 STREET,10031,,,,40.82410396969219,"{'type': 'Point', 'coordinates': [-73.952840797026, 40.824103969692]}",Street/Sidewalk,-73.95284079702623,ONLINE,MANHATTAN,Unspecified,2019-06-14T01:40:37.000,Your complaint has been received by the Police Department and additional information will be available later.,,Assigned,WEST 141 STREET,,42955272,997302,239524
