,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_name,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,latitude,location,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,vehicle_type,x_coordinate_state_plane,y_coordinate_state_plane
4724,ADDRESS,HPD,Department of Housing Preservation and Development,2057030179,BRONX,,,,BRONX,2019-01-21T12:10:57.000,08 BRONX,HEAT/HOT WATER,2019-01-18T16:41:46.000,,,ENTIRE BUILDING,,N/A,3034 KINGSBRIDGE AVENUE,10463,,,40.87887999023407,"{'type': 'Point', 'coordinates': [-73.907444499352, 40.878879990234]}",RESIDENTIAL BUILDING,-73.9074444993524,MOBILE,BRONX,Unspecified,2019-01-21T12:10:57.000,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,KINGSBRIDGE AVENUE,,,41480248,,1009845,259491
4725,ADDRESS,HPD,Department of Housing Preservation and Development,1021750039,MANHATTAN,,,,NEW YORK,2019-04-08T11:22:49.000,12 MANHATTAN,PLUMBING,2019-01-18T16:41:51.000,,,BATHTUB/SHOWER,,N/A,4730 BROADWAY,10040,,,40.86489423025125,"{'type': 'Point', 'coordinates': [-73.928436876429, 40.864894230251]}",RESIDENTIAL BUILDING,-73.92843687642909,PHONE,MANHATTAN,Unspecified,2019-04-08T11:22:49.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,,Closed,BROADWAY,,,42168974,,1004044,254390
4726,ADDRESS,HPD,Department of Housing Preservation and Development,1021750039,MANHATTAN,,,,NEW YORK,2019-04-08T11:22:49.000,12 MANHATTAN,PAINT/PLASTER,2019-01-18T16:41:51.000,,,WALL,,N/A,4730 BROADWAY,10040,,,40.86489423025125,"{'type': 'Point', 'coordinates': [-73.928436876429, 40.864894230251]}",RESIDENTIAL BUILDING,-73.92843687642909,PHONE,MANHATTAN,Unspecified,2019-04-08T11:22:49.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,,Closed,BROADWAY,,,42168185,,1004044,254390
4727,ADDRESS,HPD,Department of Housing Preservation and Development,1021750039,MANHATTAN,,,,NEW YORK,2019-04-08T11:22:49.000,12 MANHATTAN,FLOORING/STAIRS,2019-01-18T16:41:51.000,,,FLOOR,,N/A,4730 BROADWAY,10040,,,40.86489423025125,"{'type': 'Point', 'coordinates': [-73.928436876429, 40.864894230251]}",RESIDENTIAL BUILDING,-73.92843687642909,PHONE,MANHATTAN,Unspecified,2019-04-08T11:22:49.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,,Closed,BROADWAY,,,42168173,,1004044,254390
4728,ADDRESS,HPD,Department of Housing Preservation and Development,1021750039,MANHATTAN,,,,NEW YORK,2019-04-08T11:22:48.000,12 MANHATTAN,WATER LEAK,2019-01-18T16:41:51.000,,,DAMP SPOT,,N/A,4730 BROADWAY,10040,,,40.86489423025125,"{'type': 'Point', 'coordinates': [-73.928436876429, 40.864894230251]}",RESIDENTIAL BUILDING,-73.92843687642909,PHONE,MANHATTAN,Unspecified,2019-04-08T11:22:48.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,,Closed,BROADWAY,,,42165235,,1004044,254390
4729,ADDRESS,HPD,Department of Housing Preservation and Development,1021750039,MANHATTAN,,,,NEW YORK,2019-01-23T17:17:46.000,12 MANHATTAN,WATER LEAK,2019-01-18T16:41:51.000,,,HEAVY FLOW,,N/A,4730 BROADWAY,10040,,,40.86489423025125,"{'type': 'Point', 'coordinates': [-73.928436876429, 40.864894230251]}",RESIDENTIAL BUILDING,-73.92843687642909,PHONE,MANHATTAN,Unspecified,2019-01-23T17:17:46.000,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,BROADWAY,,,41499095,,1004044,254390
4730,BLOCKFACE,DEP,Department of Environmental Protection,,MANHATTAN,,,,NEW YORK,2019-01-18T18:30:00.000,10 MANHATTAN,Water System,2019-01-18T16:42:00.000,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,Hydrant Running Full (WA4),,N/A,WEST  135 STREET,10030,,,,,,,PHONE,MANHATTAN,Unspecified,2019-01-18T18:30:00.000,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",,Closed,WEST  135 STREET,,,41460611,,,
4731,ADDRESS,DSNY,Department of Sanitation,3081270023,BROOKLYN,,,,BROOKLYN,2019-01-20T00:00:00.000,18 BROOKLYN,Request Large Bulky Item Collection,2019-01-18T16:42:00.000,AVENUE D,NOLANS LANE,Request Large Bulky Item Collection,,N/A,883 EAST   94 STREET,11236,,,40.6476725786198,"{'type': 'Point', 'coordinates': [-73.909231914025, 40.64767257862]}",Sidewalk,-73.90923191402469,PHONE,BROOKLYN,Unspecified,2019-01-20T00:00:00.000,,,Closed,EAST   94 STREET,,,41459533,,1009438,175254
4732,ADDRESS,HPD,Department of Housing Preservation and Development,4134780033,QUEENS,,,,Springfield Gardens,2019-02-11T09:04:22.000,13 QUEENS,UNSANITARY CONDITION,2019-01-18T16:42:07.000,,,MOLD,,N/A,145-22 222 STREET,11413,,,40.66331061264058,"{'type': 'Point', 'coordinates': [-73.756777371399, 40.663310612641]}",RESIDENTIAL BUILDING,-73.75677737139874,PHONE,QUEENS,Unspecified,2019-02-11T09:04:22.000,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,222 STREET,,,41669594,,1051728,181032
4733,ADDRESS,HPD,Department of Housing Preservation and Development,1002470001,MANHATTAN,,,,NEW YORK,2019-01-19T18:15:43.000,03 MANHATTAN,HEAT/HOT WATER,2019-01-18T16:42:09.000,,,APARTMENT ONLY,,N/A,275 CHERRY STREET,10002,,,40.71135088580423,"{'type': 'Point', 'coordinates': [-73.98855838613, 40.711350885804]}",RESIDENTIAL BUILDING,-73.98855838612968,PHONE,MANHATTAN,Unspecified,2019-01-19T18:15:43.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,Closed,CHERRY STREET,,,41468436,,987422,198441
4734,ADDRESS,HPD,Department of Housing Preservation and Development,1002470001,MANHATTAN,,,,NEW YORK,2019-01-20T02:08:18.000,03 MANHATTAN,PAINT/PLASTER,2019-01-18T16:42:09.000,,,CEILING,,N/A,275 CHERRY STREET,10002,,,40.71135088580423,"{'type': 'Point', 'coordinates': [-73.98855838613, 40.711350885804]}",RESIDENTIAL BUILDING,-73.98855838612968,PHONE,MANHATTAN,Unspecified,2019-01-20T02:08:18.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,Closed,CHERRY STREET,,,41469589,,987422,198441
4735,ADDRESS,HPD,Department of Housing Preservation and Development,1002470001,MANHATTAN,,,,NEW YORK,2019-01-20T02:08:18.000,03 MANHATTAN,UNSANITARY CONDITION,2019-01-18T16:42:09.000,,,MOLD,,N/A,275 CHERRY STREET,10002,,,40.71135088580423,"{'type': 'Point', 'coordinates': [-73.98855838613, 40.711350885804]}",RESIDENTIAL BUILDING,-73.98855838612968,PHONE,MANHATTAN,Unspecified,2019-01-20T02:08:18.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,Closed,CHERRY STREET,,,41471149,,987422,198441
4736,ADDRESS,NYPD,New York City Police Department,3074220002,BROOKLYN,,,,BROOKLYN,2019-01-18T22:52:03.000,15 BROOKLYN,Illegal Parking,2019-01-18T16:42:11.000,NOSTRAND AVENUE,HARING STREET,Posted Parking Sign Violation,2019-01-19T00:42:11.000,Precinct,2938 AVENUE X,11235,,,40.593853733407386,"{'type': 'Point', 'coordinates': [-73.940163245437, 40.593853733407]}",Street/Sidewalk,-73.94016324543682,MOBILE,BROOKLYN,Unspecified,2019-01-18T22:52:03.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,AVENUE X,,,41458759,,1000868,155639
4737,ADDRESS,HPD,Department of Housing Preservation and Development,2031840051,BRONX,,,,BRONX,2019-01-19T02:07:52.000,05 BRONX,HEAT/HOT WATER,2019-01-18T16:42:11.000,,,APARTMENT ONLY,,N/A,2441 MORRIS AVENUE,10468,,,40.86170837498768,"{'type': 'Point', 'coordinates': [-73.899912580721, 40.861708374988]}",RESIDENTIAL BUILDING,-73.89991258072057,PHONE,BRONX,Unspecified,2019-01-19T02:07:52.000,The Department of Housing Preservation and Development has closed this complaint administratively. More information can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,,Closed,MORRIS AVENUE,,,41466787,,1011935,253237
4738,ADDRESS,DOB,Department of Buildings,3005450026,BROOKLYN,,,,BROOKLYN,2019-01-22T00:00:00.000,06 BROOKLYN,General Construction/Plumbing,2019-01-18T16:42:14.000,,,Cons - Contrary/Beyond Approved Plans/Permits,,N/A,336 VAN BRUNT STREET,11231,,,40.67847952779377,"{'type': 'Point', 'coordinates': [-74.011594606946, 40.678479527794]}",,-74.01159460694558,UNKNOWN,BROOKLYN,Unspecified,2019-01-22T00:00:00.000,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",,Closed,VAN BRUNT STREET,,,41461264,,981034,186465
4739,ADDRESS,NYPD,New York City Police Department,4068540028,QUEENS,,,,FRESH MEADOWS,2019-01-18T21:32:00.000,08 QUEENS,Noise - Vehicle,2019-01-18T16:42:47.000,159 STREET,160 STREET,Car/Truck Horn,2019-01-19T00:42:47.000,Precinct,159-06 UNION TURNPIKE,11366,,,40.720328269590894,"{'type': 'Point', 'coordinates': [-73.807760613387, 40.720328269591]}",Street/Sidewalk,-73.80776061338688,ONLINE,QUEENS,Unspecified,2019-01-18T21:32:00.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,UNION TURNPIKE,,,41460080,,1037538,201770
4740,ADDRESS,DSNY,Department of Sanitation,4088460010,QUEENS,,,,Woodhaven,2019-01-22T12:54:00.000,09 QUEENS,Electronics Waste,2019-01-18T16:43:00.000,76 STREET,79 STREET,missed collection for E-waste,,N/A,76-36 PARK LANE SOUTH,11421,,,40.69524388773066,"{'type': 'Point', 'coordinates': [-73.86588917129, 40.695243887731]}",Sidewalk,-73.86588917128972,PHONE,QUEENS,Unspecified,2019-01-22T12:54:00.000,The Department of Sanitation collected the E-waste.,,Closed,PARK LANE SOUTH,,,41457249,,1021439,192601
4741,ADDRESS,DOT,Department of Transportation,3003100016,BROOKLYN,,,,BROOKLYN,2019-01-29T17:52:12.000,06 BROOKLYN,Sidewalk Condition,2019-01-18T16:43:00.000,WARREN PLACE,HENRY STREET,Broken Sidewalk,2019-02-17T16:43:00.000,N/A,150 BALTIC STREET,11201,,,40.68752961511088,"{'type': 'Point', 'coordinates': [-73.998424275214, 40.687529615111]}",Sidewalk,-73.99842427521445,ONLINE,BROOKLYN,Unspecified,2019-01-29T17:52:12.000,"The Department of Transportation will inspect the complaint location  and notify the property owner within 180 days if a defective sidewalk condition exists.   The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",,Closed,BALTIC STREET,,,41461083,,984687,189762
4742,ADDRESS,DOB,Department of Buildings,3004080041,BROOKLYN,,,,BROOKLYN,2019-02-26T00:00:00.000,06 BROOKLYN,Construction Safety Enforcement,2019-01-18T16:43:07.000,,,Excavation Tracking Complaint,,N/A,232 SMITH STREET,11231,,,40.68384040441677,"{'type': 'Point', 'coordinates': [-73.992431891651, 40.683840404417]}",,-73.99243189165128,UNKNOWN,BROOKLYN,Unspecified,2019-02-26T00:00:00.000,,,Closed,SMITH STREET,,,42355567,,986349,188418
4743,ADDRESS,DOB,Department of Buildings,3010300049,BROOKLYN,,,,BROOKLYN,2019-01-22T00:00:00.000,Unspecified BROOKLYN,General Construction/Plumbing,2019-01-18T16:43:14.000,,,Building Permit - None,,N/A,379 13 STREET,11215,,,40.66482652033512,"{'type': 'Point', 'coordinates': [-73.984266137956, 40.664826520335]}",,-73.98426613795634,UNKNOWN,BROOKLYN,Unspecified,2019-01-22T00:00:00.000,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",,Closed,13 STREET,,,41459971,,988615,181491
4744,ADDRESS,HPD,Department of Housing Preservation and Development,2039350053,BRONX,,,,BRONX,2019-04-26T08:53:33.000,09 BRONX,WATER LEAK,2019-01-18T16:43:20.000,,,SLOW LEAK,,N/A,1381 CASTLE HILL AVENUE,10462,,,40.835793618771596,"{'type': 'Point', 'coordinates': [-73.852111862092, 40.835793618772]}",RESIDENTIAL BUILDING,-73.85211186209189,ONLINE,BRONX,Unspecified,2019-04-26T08:53:33.000,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,CASTLE HILL AVENUE,,,42487660,,1025173,243814
4745,ADDRESS,HPD,Department of Housing Preservation and Development,2039350053,BRONX,,,,BRONX,2019-04-26T08:53:33.000,09 BRONX,WATER LEAK,2019-01-18T16:43:20.000,,,DAMP SPOT,,N/A,1381 CASTLE HILL AVENUE,10462,,,40.835793618771596,"{'type': 'Point', 'coordinates': [-73.852111862092, 40.835793618772]}",RESIDENTIAL BUILDING,-73.85211186209189,ONLINE,BRONX,Unspecified,2019-04-26T08:53:33.000,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,CASTLE HILL AVENUE,,,42447160,,1025173,243814
4746,ADDRESS,HPD,Department of Housing Preservation and Development,2039350053,BRONX,,,,BRONX,2019-04-26T08:53:33.000,09 BRONX,WATER LEAK,2019-01-18T16:43:20.000,,,DAMP SPOT,,N/A,1381 CASTLE HILL AVENUE,10462,,,40.835793618771596,"{'type': 'Point', 'coordinates': [-73.852111862092, 40.835793618772]}",RESIDENTIAL BUILDING,-73.85211186209189,ONLINE,BRONX,Unspecified,2019-04-26T08:53:33.000,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,CASTLE HILL AVENUE,,,42417310,,1025173,243814
4747,ADDRESS,NYPD,New York City Police Department,3063690094,BROOKLYN,,,,BROOKLYN,2019-01-18T19:46:08.000,11 BROOKLYN,Illegal Parking,2019-01-18T16:43:28.000,18 AVENUE,BAY 19 STREET,Blocked Sidewalk,2019-01-19T00:43:28.000,Precinct,1815 BENSON AVENUE,11214,,,40.60484841390654,"{'type': 'Point', 'coordinates': [-74.004512444017, 40.604848413907]}",Street/Sidewalk,-74.00451244401724,MOBILE,BROOKLYN,Unspecified,2019-01-18T19:46:08.000,The Police Department responded to the complaint and determined that police action was not necessary.,,Closed,BENSON AVENUE,,,41456601,,982997,159639
4748,ADDRESS,DPR,Department of Parks and Recreation,5009500043,STATEN ISLAND,,,,STATEN ISLAND,2019-06-03T16:01:19.000,02 STATEN ISLAND,Dead/Dying Tree,2019-01-18T16:43:39.000,MILBURN STREET,ROCKLAND AVENUE,Planted More Than 2 Years Ago,2019-02-12T07:14:21.000,N/A,3161 RICHMOND ROAD,10306,,,40.57633964040635,"{'type': 'Point', 'coordinates': [-74.126812915272, 40.576339640406]}",Street,-74.12681291527174,OTHER,STATEN ISLAND,Unspecified,2019-06-03T16:01:19.000,The Department of Parks and Recreation performed the work necessary to correct the condition.,,Closed,RICHMOND ROAD,,,41457880,,949022,149278
4749,ADDRESS,DSNY,Department of Sanitation,2054110268,BRONX,,,,BRONX,2019-01-20T00:00:00.000,10 BRONX,Request Large Bulky Item Collection,2019-01-18T16:44:00.000,GRISWOLD AVENUE,AMPERE AVENUE,Request Large Bulky Item Collection,,N/A,1522 DWIGHT PLACE,10465,,,40.8448968682893,"{'type': 'Point', 'coordinates': [-73.824051778457, 40.844896868289]}",Sidewalk,-73.82405177845659,PHONE,BRONX,Unspecified,2019-01-20T00:00:00.000,,,Closed,DWIGHT PLACE,,,41460529,,1032931,247145
4750,ADDRESS,DEP,Department of Environmental Protection,4068540028,QUEENS,,,,Fresh Meadows,2019-01-18T17:00:00.000,08 QUEENS,Noise,2019-01-18T16:44:00.000,159 ST,160 ST,Noise: Alarms (NR3),,N/A,159-06 UNION TURNPIKE,11366,,,40.720328269590894,"{'type': 'Point', 'coordinates': [-73.807760613387, 40.720328269591]}",,-73.80776061338688,ONLINE,QUEENS,Unspecified,2019-01-18T17:00:00.000,The Department of Environmental Protection closed or canceled this complaint at the complainant's request.,,Closed,UNION TURNPIKE,,,41462621,,1037538,201770
4751,ADDRESS,NYPD,New York City Police Department,3065560015,BROOKLYN,,,,BROOKLYN,2019-01-18T18:12:55.000,11 BROOKLYN,Illegal Parking,2019-01-18T16:44:02.000,23 AVENUE,DAHILL ROAD,Posted Parking Sign Violation,2019-01-19T00:44:02.000,Precinct,2322 61 STREET,11204,,,40.61443087506894,"{'type': 'Point', 'coordinates': [-73.976263946417, 40.614430875069]}",Street/Sidewalk,-73.97626394641708,PHONE,BROOKLYN,Unspecified,2019-01-18T18:12:55.000,The Police Department responded to the complaint and determined that police action was not necessary.,,Closed,61 STREET,,,41455259,,990840,163131
4752,ADDRESS,HPD,Department of Housing Preservation and Development,2028770419,BRONX,,,,BRONX,2019-01-23T02:09:38.000,05 BRONX,HEAT/HOT WATER,2019-01-18T16:44:09.000,,,APARTMENT ONLY,,N/A,1704 POPHAM AVENUE,10453,,,40.85000701820187,"{'type': 'Point', 'coordinates': [-73.920146573413, 40.850007018202]}",RESIDENTIAL BUILDING,-73.92014657341343,PHONE,BRONX,Unspecified,2019-01-23T02:09:38.000,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,POPHAM AVENUE,,,41500803,,1006342,248968
4753,ADDRESS,NYPD,New York City Police Department,3063690001,BROOKLYN,,,,BROOKLYN,2019-01-18T19:50:11.000,11 BROOKLYN,Illegal Parking,2019-01-18T16:44:11.000,BENSON AVENUE,RUTHERFORD PLACE,Blocked Sidewalk,2019-01-19T00:44:11.000,Precinct,8703 18 AVENUE,11214,,,40.60527933907869,"{'type': 'Point', 'coordinates': [-74.00470694525, 40.605279339079]}",Street/Sidewalk,-74.00470694524988,MOBILE,BROOKLYN,Unspecified,2019-01-18T19:50:11.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,18 AVENUE,,,41458921,,982943,159796
4754,ADDRESS,HPD,Department of Housing Preservation and Development,2022820018,BRONX,,,,BRONX,2019-02-21T08:43:36.000,01 BRONX,PAINT/PLASTER,2019-01-18T16:44:12.000,,,CEILING,,N/A,440 EAST  138 STREET,10454,,,40.80852984312962,"{'type': 'Point', 'coordinates': [-73.921540124318, 40.80852984313]}",RESIDENTIAL BUILDING,-73.92154012431767,PHONE,BRONX,Unspecified,2019-02-21T08:43:36.000,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,EAST  138 STREET,,,41752399,,1005970,233856
4755,ADDRESS,HPD,Department of Housing Preservation and Development,2022820018,BRONX,,,,BRONX,2019-02-21T08:43:36.000,01 BRONX,DOOR/WINDOW,2019-01-18T16:44:12.000,,,WINDOW FRAME,,N/A,440 EAST  138 STREET,10454,,,40.80852984312962,"{'type': 'Point', 'coordinates': [-73.921540124318, 40.80852984313]}",RESIDENTIAL BUILDING,-73.92154012431767,PHONE,BRONX,Unspecified,2019-02-21T08:43:36.000,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,EAST  138 STREET,,,41752791,,1005970,233856
4756,ADDRESS,HPD,Department of Housing Preservation and Development,2022820018,BRONX,,,,BRONX,2019-02-21T08:43:36.000,01 BRONX,UNSANITARY CONDITION,2019-01-18T16:44:12.000,,,MOLD,,N/A,440 EAST  138 STREET,10454,,,40.80852984312962,"{'type': 'Point', 'coordinates': [-73.921540124318, 40.80852984313]}",RESIDENTIAL BUILDING,-73.92154012431767,PHONE,BRONX,Unspecified,2019-02-21T08:43:36.000,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,EAST  138 STREET,,,41753378,,1005970,233856
4757,ADDRESS,HPD,Department of Housing Preservation and Development,2022820018,BRONX,,,,BRONX,2019-02-21T08:43:36.000,01 BRONX,WATER LEAK,2019-01-18T16:44:12.000,,,SLOW LEAK,,N/A,440 EAST  138 STREET,10454,,,40.80852984312962,"{'type': 'Point', 'coordinates': [-73.921540124318, 40.80852984313]}",RESIDENTIAL BUILDING,-73.92154012431767,PHONE,BRONX,Unspecified,2019-02-21T08:43:36.000,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,EAST  138 STREET,,,41754369,,1005970,233856
4758,ADDRESS,HPD,Department of Housing Preservation and Development,2022820018,BRONX,,,,BRONX,2019-02-21T08:43:36.000,01 BRONX,DOOR/WINDOW,2019-01-18T16:44:12.000,,,WINDOW FRAME,,N/A,440 EAST  138 STREET,10454,,,40.80852984312962,"{'type': 'Point', 'coordinates': [-73.921540124318, 40.80852984313]}",RESIDENTIAL BUILDING,-73.92154012431767,PHONE,BRONX,Unspecified,2019-02-21T08:43:36.000,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,EAST  138 STREET,,,41756603,,1005970,233856
4759,ADDRESS,HPD,Department of Housing Preservation and Development,2022820018,BRONX,,,,BRONX,2019-02-21T08:43:36.000,01 BRONX,PAINT/PLASTER,2019-01-18T16:44:12.000,,,WALL,,N/A,440 EAST  138 STREET,10454,,,40.80852984312962,"{'type': 'Point', 'coordinates': [-73.921540124318, 40.80852984313]}",RESIDENTIAL BUILDING,-73.92154012431767,PHONE,BRONX,Unspecified,2019-02-21T08:43:36.000,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,EAST  138 STREET,,,41756653,,1005970,233856
4760,ADDRESS,HPD,Department of Housing Preservation and Development,2022820018,BRONX,,,,BRONX,2019-02-21T08:43:36.000,01 BRONX,WATER LEAK,2019-01-18T16:44:12.000,,,SLOW LEAK,,N/A,440 EAST  138 STREET,10454,,,40.80852984312962,"{'type': 'Point', 'coordinates': [-73.921540124318, 40.80852984313]}",RESIDENTIAL BUILDING,-73.92154012431767,PHONE,BRONX,Unspecified,2019-02-21T08:43:36.000,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,EAST  138 STREET,,,41756865,,1005970,233856
4761,ADDRESS,HPD,Department of Housing Preservation and Development,2022820018,BRONX,,,,BRONX,2019-02-21T08:43:36.000,01 BRONX,UNSANITARY CONDITION,2019-01-18T16:44:12.000,,,MOLD,,N/A,440 EAST  138 STREET,10454,,,40.80852984312962,"{'type': 'Point', 'coordinates': [-73.921540124318, 40.80852984313]}",RESIDENTIAL BUILDING,-73.92154012431767,PHONE,BRONX,Unspecified,2019-02-21T08:43:36.000,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,EAST  138 STREET,,,41760108,,1005970,233856
4762,,HRA,HRA Benefit Card Replacement,,Unspecified,,,,,2019-01-18T16:44:50.000,0 Unspecified,Benefit Card Replacement,2019-01-18T16:44:16.000,,,Medicaid,,N/A,,,,,,,NYC Street Address,,ONLINE,Unspecified,Unspecified,,"The Human Resources Administration received your request. If you are eligible for a benefit card replacement, you will receive it in 7 to 10 business days. No further updates will be available by calling 311 or on 311 Online.",,Closed,,,,41463144,,,
4763,ADDRESS,DSNY,Department of Sanitation,4035920040,QUEENS,,,,Ridgewood,2019-01-25T00:00:00.000,05 QUEENS,Request Large Bulky Item Collection,2019-01-18T16:45:00.000,74 AVENUE,75 AVENUE,Request Large Bulky Item Collection,,N/A,74-36 62 STREET,11385,,,40.69959545940807,"{'type': 'Point', 'coordinates': [-73.893173906712, 40.699595459408]}",Sidewalk,-73.893173906712,PHONE,QUEENS,Unspecified,2019-01-25T00:00:00.000,,,Closed,62 STREET,,,41456489,,1013871,194176
4764,ADDRESS,NYPD,New York City Police Department,3065560022,BROOKLYN,,,,BROOKLYN,2019-01-18T18:12:55.000,11 BROOKLYN,Illegal Parking,2019-01-18T16:45:00.000,23 AVENUE,DAHILL ROAD,Posted Parking Sign Violation,2019-01-19T00:45:00.000,Precinct,2338 61 STREET,11204,,,40.61430457049825,"{'type': 'Point', 'coordinates': [-73.976051483809, 40.614304570498]}",Street/Sidewalk,-73.97605148380937,PHONE,BROOKLYN,Unspecified,2019-01-18T18:12:55.000,The Police Department responded to the complaint and determined that police action was not necessary.,,Closed,61 STREET,,,41458229,,990899,163085
4765,INTERSECTION,DEP,Department of Environmental Protection,,MANHATTAN,,,,NEW YORK,2019-01-19T02:30:00.000,08 MANHATTAN,Water System,2019-01-18T16:45:00.000,,,Hydrant Leaking (WC1),,N/A,,10021,EAST 71 STREET,YORK AVENUE,40.766166044915856,"{'type': 'Point', 'coordinates': [-73.954246415637, 40.766166044916]}",,-73.95424641563656,PHONE,MANHATTAN,Unspecified,2019-01-19T02:30:00.000,The Department of Environmental Protection investigated this complaint and shut the running hydrant.,,Closed,,,,41458448,,996924,218415
4766,ADDRESS,DSNY,BCC - Staten Island,5044780264,STATEN ISLAND,,,,STATEN ISLAND,2019-01-21T12:00:00.000,03 STATEN ISLAND,Missed Collection (All Materials),2019-01-18T16:45:00.000,DINA COURT,BLYTHE PLACE,1 Missed Collection,,DSNY Garage,183 COTTER AVENUE,10306,,,40.564621179271725,"{'type': 'Point', 'coordinates': [-74.141655150294, 40.564621179272]}",Sidewalk,-74.14165515029391,PHONE,STATEN ISLAND,Unspecified,2019-01-21T12:00:00.000,The Department of Sanitation picked up the items and determined that the complaint was not warranted.,,Closed,COTTER AVENUE,,,41465727,,944892,145015
4767,ADDRESS,NYPD,New York City Police Department,1010510029,MANHATTAN,,,,NEW YORK,2019-01-18T19:08:32.000,04 MANHATTAN,Illegal Parking,2019-01-18T16:45:02.000,9 AVENUE,DYER AVENUE,Posted Parking Sign Violation,2019-01-19T00:45:02.000,Precinct,407 WEST 41 STREET,10036,,,40.7580148252671,"{'type': 'Point', 'coordinates': [-73.993488294, 40.758014825267]}",Street/Sidewalk,-73.99348829400044,ONLINE,MANHATTAN,Unspecified,2019-01-18T19:08:32.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,WEST 41 STREET,,,41459943,,986054,215442
