,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_name,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,latitude,location,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane
4682,ADDRESS,DOB,Department of Buildings,3076120046,BROOKLYN,,,,BROOKLYN,2019-01-29T00:00:00.000,18 BROOKLYN,Building/Use,2019-01-27T19:40:47.000,,,Illegal Conversion Of Residential Building/Space,,N/A,1006 EAST   31 STREET,11210,,,40.62642626924479,"{'type': 'Point', 'coordinates': [-73.945800739443, 40.626426269245]}",,-73.94580073944311,UNKNOWN,BROOKLYN,Unspecified,2019-01-29T00:00:00.000,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",,Closed,EAST   31 STREET,,41532859,999295,167505
4683,ADDRESS,HPD,Department of Housing Preservation and Development,1019220059,MANHATTAN,,,,NEW YORK,2019-01-29T08:11:29.000,10 MANHATTAN,HEAT/HOT WATER,2019-01-27T19:40:49.000,,,APARTMENT ONLY,,N/A,276 WEST  117 STREET,10026,,,40.80479539792549,"{'type': 'Point', 'coordinates': [-73.954180129087, 40.804795397925]}",RESIDENTIAL BUILDING,-73.95418012908685,PHONE,MANHATTAN,Unspecified,2019-01-29T08:11:29.000,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,WEST  117 STREET,,41557572,996935,232489
4684,ADDRESS,HPD,Department of Housing Preservation and Development,2036360001,BRONX,,,,BRONX,2019-01-29T02:11:28.000,09 BRONX,HEAT/HOT WATER,2019-01-27T19:40:54.000,,,ENTIRE BUILDING,,N/A,1735 LAFAYETTE AVENUE,10473,,,40.82084753833037,"{'type': 'Point', 'coordinates': [-73.86699091909, 40.82084753833]}",RESIDENTIAL BUILDING,-73.86699091908964,PHONE,BRONX,Unspecified,2019-01-29T02:11:28.000,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,LAFAYETTE AVENUE,,41551952,1021064,238362
4685,ADDRESS,HPD,Department of Housing Preservation and Development,1004180040,MANHATTAN,,,,NEW YORK,2019-01-30T19:23:18.000,03 MANHATTAN,HEAT/HOT WATER,2019-01-27T19:41:40.000,,,ENTIRE BUILDING,,N/A,299 BROOME STREET,10002,,,40.71869067582821,"{'type': 'Point', 'coordinates': [-73.992124907419, 40.718690675828]}",RESIDENTIAL BUILDING,-73.99212490741853,ONLINE,MANHATTAN,Unspecified,2019-01-30T19:23:18.000,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,BROOME STREET,,41559665,986433,201115
4686,ADDRESS,HPD,Department of Housing Preservation and Development,1003720022,MANHATTAN,,,,NEW YORK,2019-04-03T18:33:03.000,03 MANHATTAN,PAINT/PLASTER,2019-01-27T19:41:50.000,,,CEILING,,N/A,298 EAST    3 STREET,10009,,,40.72134885375417,"{'type': 'Point', 'coordinates': [-73.979851513225, 40.721348853754]}",RESIDENTIAL BUILDING,-73.97985151322482,PHONE,MANHATTAN,Unspecified,2019-04-03T18:33:03.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,Closed,EAST    3 STREET,,42128896,989835,202084
4687,ADDRESS,HPD,Department of Housing Preservation and Development,2030890001,BRONX,,,,BRONX,2019-01-31T17:00:02.000,06 BRONX,HEAT/HOT WATER,2019-01-27T19:42:41.000,,,APARTMENT ONLY,,N/A,685 EAST  183 STREET,10458,,,40.85217696517725,"{'type': 'Point', 'coordinates': [-73.886129591199, 40.852176965177]}",RESIDENTIAL BUILDING,-73.88612959119928,PHONE,BRONX,Unspecified,2019-01-31T17:00:02.000,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",,Closed,EAST  183 STREET,,41573945,1015752,249769
4688,ADDRESS,DOB,Department of Buildings,2039170043,BRONX,,,,BRONX,2019-02-25T00:00:00.000,09 BRONX,Building/Use,2019-01-27T19:42:48.000,,,Illegal Conversion Of Residential Building/Space,,N/A,1517 COMMONWEALTH AVENUE,10460,,,40.83841621556517,"{'type': 'Point', 'coordinates': [-73.869167537336, 40.838416215565]}",,-73.8691675373358,UNKNOWN,BRONX,Unspecified,2019-02-25T00:00:00.000,,,Closed,COMMONWEALTH AVENUE,,41544905,1020452,244762
4689,ADDRESS,DOB,Department of Buildings,3076120046,BROOKLYN,,,,BROOKLYN,2019-02-26T00:00:00.000,18 BROOKLYN,Building/Use,2019-01-27T19:42:48.000,,,Illegal Conversion Of Residential Building/Space,,N/A,1006 EAST   31 STREET,11210,,,40.62642626924479,"{'type': 'Point', 'coordinates': [-73.945800739443, 40.626426269245]}",,-73.94580073944311,UNKNOWN,BROOKLYN,Unspecified,2019-02-26T00:00:00.000,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",,Closed,EAST   31 STREET,,41540638,999295,167505
4690,ADDRESS,DSNY,BCC - Queens West,4090320002,QUEENS,,,,Ozone Park,2019-01-27T19:43:00.000,09 QUEENS,Derelict Vehicles,2019-01-27T19:43:00.000,92 STREET,93 STREET,14 Derelict Vehicles,,DSNY Garage,92-04 95 AVENUE,11416,,,40.68643523113269,"{'type': 'Point', 'coordinates': [-73.849785699393, 40.686435231133]}",Street,-73.84978569939258,MOBILE,QUEENS,Unspecified,2019-01-27T19:43:00.000,The Department of Sanitation removed the items.,,Pending,95 AVENUE,,41546118,1025910,189399
4691,ADDRESS,NYPD,New York City Police Department,2030890001,BRONX,,,,BRONX,2019-01-27T23:22:14.000,06 BRONX,Noise - Residential,2019-01-27T19:43:05.000,CAMBRELENG AVENUE,BEAUMONT AVENUE,Loud Music/Party,2019-01-28T03:43:05.000,Precinct,685 EAST 183 STREET,10458,,,40.85217696517725,"{'type': 'Point', 'coordinates': [-73.886129591199, 40.852176965177]}",Residential Building/House,-73.88612959119928,PHONE,BRONX,Unspecified,2019-01-27T23:22:14.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,EAST 183 STREET,,41537465,1015752,249769
4692,ADDRESS,NYPD,New York City Police Department,2051150047,BRONX,,,,BRONX,2019-01-28T02:22:18.000,12 BRONX,Noise - Residential,2019-01-27T19:43:24.000,WHITE PLAINS ROAD,BARNES AVENUE,Loud Talking,2019-01-28T03:43:24.000,Precinct,740 EAST 243 STREET,10470,,,40.9061461650206,"{'type': 'Point', 'coordinates': [-73.848232756182, 40.906146165021]}",Residential Building/House,-73.84823275618243,ONLINE,BRONX,Unspecified,2019-01-28T02:22:18.000,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,,Closed,EAST 243 STREET,,41533013,1026202,269448
4693,ADDRESS,NYPD,New York City Police Department,3059290054,BROOKLYN,,,,BROOKLYN,2019-01-27T20:42:03.000,10 BROOKLYN,Blocked Driveway,2019-01-27T19:43:52.000,3 AVENUE,4 AVENUE,Partial Access,2019-01-28T03:43:52.000,Precinct,353 75 STREET,11209,,,40.63114333219481,"{'type': 'Point', 'coordinates': [-74.026379196817, 40.631143332195]}",Street/Sidewalk,-74.02637919681676,PHONE,BROOKLYN,Unspecified,2019-01-27T20:42:03.000,The Police Department reviewed your complaint and provided additional information below.,,Closed,75 STREET,,41532418,976928,169220
4694,ADDRESS,DSNY,Department of Sanitation,4053030189,QUEENS,,,,Flushing,2019-01-29T00:00:00.000,07 QUEENS,Request Large Bulky Item Collection,2019-01-27T19:44:00.000,37 AVENUE,39 AVENUE,Request Large Bulky Item Collection,,N/A,37-02 UTOPIA PARKWAY,11358,,,40.76219110420175,"{'type': 'Point', 'coordinates': [-73.79337013311, 40.762191104202]}",Sidewalk,-73.79337013310985,PHONE,QUEENS,Unspecified,2019-01-29T00:00:00.000,,,Closed,UTOPIA PARKWAY,,41537252,1041491,217031
4695,INTERSECTION,DSNY,BCC - Staten Island,,STATEN ISLAND,,,,STATEN ISLAND,2019-01-29T12:00:00.000,02 STATEN ISLAND,Sanitation Condition,2019-01-27T19:44:00.000,,,12 Dead Animals,,DSNY Garage,,10314,RICHMOND AVENUE,FOREST HILL ROAD,40.57083566003277,"{'type': 'Point', 'coordinates': [-74.169827092521, 40.570835660033]}",Sidewalk,-74.16982709252079,PHONE,STATEN ISLAND,Unspecified,2019-01-29T12:00:00.000,The Department of Sanitation removed the items.,,Closed,,,41543722,937069,147293
4696,ADDRESS,NYPD,New York City Police Department,3078970064,BROOKLYN,,,,BROOKLYN,2019-01-28T05:59:14.000,18 BROOKLYN,Blocked Driveway,2019-01-27T19:44:07.000,AVENUE N,AVENUE O,Partial Access,2019-01-28T03:44:07.000,Precinct,1686 EAST 53 STREET,11234,,,40.617498714142414,"{'type': 'Point', 'coordinates': [-73.923810601332, 40.617498714142]}",Street/Sidewalk,-73.92381060133195,ONLINE,BROOKLYN,Unspecified,2019-01-28T05:59:14.000,The Police Department responded to the complaint and determined that police action was not necessary.,,Closed,EAST 53 STREET,,41535594,1005402,164257
4697,ADDRESS,NYPD,New York City Police Department,2051150047,BRONX,,,,BRONX,2019-01-28T02:20:15.000,12 BRONX,Noise - Residential,2019-01-27T19:44:30.000,WHITE PLAINS ROAD,BARNES AVENUE,Loud Talking,2019-01-28T03:44:30.000,Precinct,740 EAST 243 STREET,10470,,,40.9061461650206,"{'type': 'Point', 'coordinates': [-73.848232756182, 40.906146165021]}",Residential Building/House,-73.84823275618243,ONLINE,BRONX,Unspecified,2019-01-28T02:20:15.000,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,,Closed,EAST 243 STREET,,41532167,1026202,269448
4698,ADDRESS,NYPD,New York City Police Department,4006930057,QUEENS,,,,ASTORIA,2019-01-27T22:50:47.000,01 QUEENS,Blocked Driveway,2019-01-27T19:44:37.000,NEWTOWN ROAD,BROADWAY,No Access,2019-01-28T03:44:37.000,Precinct,31-60 44 STREET,11103,,,40.75829666117179,"{'type': 'Point', 'coordinates': [-73.915148922172, 40.758296661172]}",Street/Sidewalk,-73.91514892217201,PHONE,QUEENS,Unspecified,2019-01-27T22:50:47.000,The Police Department responded to the complaint and determined that police action was not necessary.,,Closed,44 STREET,,41538207,1007757,215556
4699,ADDRESS,NYPD,New York City Police Department,2048350070,BRONX,,,,BRONX,2019-01-29T01:36:16.000,12 BRONX,Noise - Residential,2019-01-27T19:44:39.000,CARPENTER AVENUE,WHITE PLAINS ROAD,Banging/Pounding,2019-01-28T03:44:39.000,Precinct,666 EAST 233 STREET,10466,,,40.89380837637117,"{'type': 'Point', 'coordinates': [-73.858699506928, 40.893808376371]}",Residential Building/House,-73.85869950692805,PHONE,BRONX,Unspecified,2019-01-29T01:36:16.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,EAST 233 STREET,,41538312,1023316,264948
4700,ADDRESS,DSNY,Department of Sanitation,3049480012,BROOKLYN,,,,BROOKLYN,2019-02-27T12:19:00.000,17 BROOKLYN,Electronics Waste,2019-01-27T19:45:00.000,CLARENDON ROAD,AVENUE D,missed collection for E-waste,,N/A,314 EAST   32 STREET,11226,,,40.64278567621119,"{'type': 'Point', 'coordinates': [-73.946807202104, 40.642785676211]}",Sidewalk,-73.94680720210427,PHONE,BROOKLYN,Unspecified,2019-02-27T12:19:00.000,The Department of Sanitation collected the E-waste.,,Closed,EAST   32 STREET,,41537528,999012,173465
4701,ADDRESS,NYPD,New York City Police Department,2040980042,BRONX,,,,BRONX,2019-01-28T01:47:50.000,11 BRONX,Blocked Driveway,2019-01-27T19:45:32.000,PIERCE AVENUE,VAN NEST AVENUE,Partial Access,2019-01-28T03:45:32.000,Precinct,1614 COLDEN AVENUE,10462,,,40.84539448794512,"{'type': 'Point', 'coordinates': [-73.854161534188, 40.845394487945]}",Street/Sidewalk,-73.8541615341883,PHONE,BRONX,Unspecified,2019-01-28T01:47:50.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,COLDEN AVENUE,,41534785,1024600,247311
4702,ADDRESS,HPD,Department of Housing Preservation and Development,1018390041,MANHATTAN,,,,NEW YORK,2019-01-30T19:28:06.000,07 MANHATTAN,HEAT/HOT WATER,2019-01-27T19:45:50.000,,,ENTIRE BUILDING,,N/A,12 WEST  104 STREET,10025,,,40.79691244911806,"{'type': 'Point', 'coordinates': [-73.961423407049, 40.796912449118]}",RESIDENTIAL BUILDING,-73.9614234070487,PHONE,MANHATTAN,Unspecified,2019-01-30T19:28:06.000,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",,Closed,WEST  104 STREET,,41560262,994931,229616
4703,INTERSECTION,NYPD,New York City Police Department,,BRONX,,,,BRONX,2019-01-27T22:56:50.000,04 BRONX,Illegal Parking,2019-01-27T19:46:23.000,,,Blocked Sidewalk,2019-01-28T03:46:23.000,Precinct,,10452,HAWKSTONE STREET,WALTON AVENUE,40.84288250802966,"{'type': 'Point', 'coordinates': [-73.913570053726, 40.84288250803]}",Street/Sidewalk,-73.91357005372593,PHONE,BRONX,Unspecified,2019-01-27T22:56:50.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,,,41536413,1008164,246374
4704,,DOT,Department of Transportation,,Unspecified,,,,,2019-01-30T07:07:08.000,0 Unspecified,Street Sign - Missing,2019-01-27T19:46:42.000,,,Stop,2019-02-06T06:53:06.000,N/A,,,KRAMER STREET,LAMPORT BLVD,,,Street,,PHONE,Unspecified,Unspecified,2019-01-30T07:07:04.000,The Department of Transportation has completed the request or corrected the condition.,,Closed,,,41533062,,
4705,ADDRESS,HPD,Department of Housing Preservation and Development,2036360001,BRONX,,,,BRONX,2019-02-01T09:06:26.000,09 BRONX,UNSANITARY CONDITION,2019-01-27T19:46:57.000,,,MOLD,,N/A,1735 LAFAYETTE AVENUE,10473,,,40.82084753833037,"{'type': 'Point', 'coordinates': [-73.86699091909, 40.82084753833]}",RESIDENTIAL BUILDING,-73.86699091908964,PHONE,BRONX,Unspecified,2019-02-01T09:06:26.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,,Closed,LAFAYETTE AVENUE,,41584479,1021064,238362
4706,ADDRESS,HPD,Department of Housing Preservation and Development,2036360001,BRONX,,,,BRONX,2019-02-01T09:06:26.000,09 BRONX,PAINT/PLASTER,2019-01-27T19:46:57.000,,,WALL,,N/A,1735 LAFAYETTE AVENUE,10473,,,40.82084753833037,"{'type': 'Point', 'coordinates': [-73.86699091909, 40.82084753833]}",RESIDENTIAL BUILDING,-73.86699091908964,PHONE,BRONX,Unspecified,2019-02-01T09:06:26.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,,Closed,LAFAYETTE AVENUE,,41585114,1021064,238362
4707,ADDRESS,HPD,Department of Housing Preservation and Development,2036360001,BRONX,,,,BRONX,2019-02-01T09:06:26.000,09 BRONX,PAINT/PLASTER,2019-01-27T19:46:57.000,,,WALL,,N/A,1735 LAFAYETTE AVENUE,10473,,,40.82084753833037,"{'type': 'Point', 'coordinates': [-73.86699091909, 40.82084753833]}",RESIDENTIAL BUILDING,-73.86699091908964,PHONE,BRONX,Unspecified,2019-02-01T09:06:26.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,,Closed,LAFAYETTE AVENUE,,41585654,1021064,238362
4708,ADDRESS,DEP,Department of Environmental Protection,4053930113,QUEENS,,,,Flushing,2019-01-28T22:00:00.000,07 QUEENS,Air Quality,2019-01-27T19:47:00.000,SANFORD AVE,43 AVE,"Air: Odor/Fumes, Restaurant (AD2)",,N/A,42-15 162 STREET,11358,,,40.759890434011744,"{'type': 'Point', 'coordinates': [-73.804040336788, 40.759890434012]}",,-73.80404033678816,PHONE,QUEENS,Unspecified,2019-01-28T22:00:00.000,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",,Closed,162 STREET,,41532939,1038537,216186
4709,ADDRESS,DSNY,Department of Sanitation,3077570042,BROOKLYN,,,,BROOKLYN,2019-01-29T00:00:00.000,18 BROOKLYN,Request Large Bulky Item Collection,2019-01-27T19:47:00.000,EAST 53 STREET,EAST 54 STREET,Request Large Bulky Item Collection,,N/A,5306 AVENUE H,11234,,,40.63302970138682,"{'type': 'Point', 'coordinates': [-73.925270032139, 40.633029701387]}",Sidewalk,-73.92527003213874,PHONE,BROOKLYN,Unspecified,2019-01-29T00:00:00.000,,,Closed,AVENUE H,,41535272,1004992,169915
4710,ADDRESS,DSNY,Department of Sanitation,4097720046,QUEENS,,,,Jamaica,2019-02-02T00:00:00.000,08 QUEENS,Request Large Bulky Item Collection,2019-01-27T19:47:00.000,162 STREET,164 STREET,Request Large Bulky Item Collection,,N/A,162-10 HIGHLAND AVENUE,11432,,,40.709878209635676,"{'type': 'Point', 'coordinates': [-73.800872533886, 40.709878209636]}",Sidewalk,-73.80087253388648,PHONE,QUEENS,Unspecified,2019-02-02T00:00:00.000,,,Closed,HIGHLAND AVENUE,,41536361,1039456,197967
4711,INTERSECTION,DSNY,Bronx 10,,BRONX,,,,BRONX,2019-01-29T12:00:00.000,10 BRONX,Sanitation Condition,2019-01-27T19:47:00.000,,,12 Dead Animals,,N/A,,10461,HALSEY STREET,ZEREGA AVENUE,40.83565058448088,"{'type': 'Point', 'coordinates': [-73.845592865771, 40.835650584481]}",Sidewalk,-73.84559286577097,PHONE,BRONX,Unspecified,2019-01-29T12:00:00.000,The Department of Sanitation cleaned the location.,,Closed,,,41543723,1026977,243765
4712,ADDRESS,NYPD,New York City Police Department,,MANHATTAN,,,,NEW YORK,2019-01-27T23:16:05.000,12 MANHATTAN,Noise - Residential,2019-01-27T19:47:02.000,AMSTERDAM AVENUE,AUDUBON AVENUE,Banging/Pounding,2019-01-28T03:47:02.000,Precinct,507W WEST 168 STREET,10032,,,40.8400433547096,"{'type': 'Point', 'coordinates': [-73.937307176681, 40.84004335471]}",Residential Building/House,-73.93730717668141,ONLINE,MANHATTAN,Unspecified,2019-01-27T23:16:05.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,WEST 168 STREET,,41537552,1001597,245334
4713,ADDRESS,DOT,Department of Transportation,4062630013,QUEENS,,,,Bayside,2019-01-28T08:46:00.000,11 QUEENS,Street Condition,2019-01-27T19:47:09.000,43 AVENUE,NORTHERN BOULEVARD,Pothole,,N/A,43-14 203 STREET,11361,,,40.75818166666804,"{'type': 'Point', 'coordinates': [-73.780366306996, 40.758181666668]}",,-73.78036630699643,UNKNOWN,QUEENS,Unspecified,2019-01-28T08:46:00.000,The Department of Transportation inspected this complaint and repaired the problem.,,Closed,203 STREET,,41545890,1045097,215579
4714,ADDRESS,NYPD,New York City Police Department,1021420109,MANHATTAN,,,,NEW YORK,2019-01-27T22:08:59.000,12 MANHATTAN,Noise - Residential,2019-01-27T19:47:41.000,BROADWAY,FT WASHINGTON AVENUE,Banging/Pounding,2019-01-28T03:47:41.000,Precinct,630 WEST 173 STREET,10032,,,40.844831164248255,"{'type': 'Point', 'coordinates': [-73.939247160429, 40.844831164248]}",Residential Building/House,-73.93924716042866,MOBILE,MANHATTAN,Unspecified,2019-01-27T22:08:59.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,WEST 173 STREET,,41534714,1001059,247078
4715,ADDRESS,NYPD,New York City Police Department,1019460037,MANHATTAN,,,,NEW YORK,2019-01-27T20:25:52.000,10 MANHATTAN,Noise - Residential,2019-01-27T19:47:41.000,8 AVENUE,MANHATTAN AVENUE,Loud Music/Party,2019-01-28T03:47:41.000,Precinct,302 WEST 120 STREET,10027,,,40.8070843318561,"{'type': 'Point', 'coordinates': [-73.953763144086, 40.807084331856]}",Residential Building/House,-73.95376314408621,ONLINE,MANHATTAN,Unspecified,2019-01-27T20:25:52.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,WEST 120 STREET,,41538424,997050,233323
4716,ADDRESS,DOB,Department of Buildings,1015460001,MANHATTAN,,,,NEW YORK,2019-01-28T00:00:00.000,08 MANHATTAN,General Construction/Plumbing,2019-01-27T19:47:51.000,,,Site Conditions Endangering Workers,,N/A,303 EAST   83 STREET,10028,,,40.77576654999439,"{'type': 'Point', 'coordinates': [-73.952773933634, 40.775766549994]}",,-73.95277393363378,UNKNOWN,MANHATTAN,Unspecified,2019-01-28T00:00:00.000,The Department of Buildings investigated this complaint and determined that no further action was necessary.,,Closed,EAST   83 STREET,,41544677,997330,221913
4717,ADDRESS,DSNY,Department of Sanitation,3026520055,BROOKLYN,,,,BROOKLYN,2019-01-30T00:00:00.000,01 BROOKLYN,Request Large Bulky Item Collection,2019-01-27T19:48:00.000,NASSAU AVENUE,NORMAN AVENUE,Request Large Bulky Item Collection,,N/A,112 DIAMOND STREET,11222,,,40.72642459572365,"{'type': 'Point', 'coordinates': [-73.947306879574, 40.726424595724]}",Sidewalk,-73.9473068795736,PHONE,BROOKLYN,Unspecified,2019-01-30T00:00:00.000,,,Closed,DIAMOND STREET,,41535449,998855,203937
4718,ADDRESS,NYPD,New York City Police Department,4127540014,QUEENS,,,,CAMBRIA HEIGHTS,2019-01-28T01:48:51.000,13 QUEENS,Noise - Vehicle,2019-01-27T19:48:27.000,SPRINGFIELD BOULEVARD,218 STREET,Car/Truck Music,2019-01-28T03:48:27.000,Precinct,216-38 118 AVENUE,11411,,,40.69436666339728,"{'type': 'Point', 'coordinates': [-73.743588136443, 40.694366663397]}",Street/Sidewalk,-73.74358813644304,PHONE,QUEENS,Unspecified,2019-01-28T01:48:51.000,The Police Department responded to the complaint and determined that police action was not necessary.,,Closed,118 AVENUE,,41533040,1055354,192357
4719,BLOCKFACE,DOT,Department of Transportation,,QUEENS,,,,Bayside,2019-01-27T19:48:54.000,11 QUEENS,Street Condition,2019-01-27T19:48:54.000,43 AVENUE,NORTHERN BOULEVARD,Pothole,,N/A,203 STREET,11361,,,40.75846185675709,"{'type': 'Point', 'coordinates': [-73.78048450085, 40.758461856757]}",,-73.78048450085045,UNKNOWN,QUEENS,Unspecified,2019-01-27T19:48:54.000,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,,Closed,203 STREET,,41541859,1045064,215681
4720,ADDRESS,DSNY,Department of Sanitation,3006300012,BROOKLYN,,,,BROOKLYN,2019-01-29T00:00:00.000,07 BROOKLYN,Request Large Bulky Item Collection,2019-01-27T19:49:00.000,3 AVENUE,4 AVENUE,Request Large Bulky Item Collection,,N/A,134 17 STREET,11215,,,40.66582108854157,"{'type': 'Point', 'coordinates': [-73.994802160996, 40.665821088542]}",Sidewalk,-73.9948021609959,PHONE,BROOKLYN,Unspecified,2019-01-29T00:00:00.000,,,Closed,17 STREET,,41531648,985692,181853
4721,ADDRESS,DOHMH,Department of Health and Mental Hygiene,2022860012,BRONX,,,,BRONX,,01 BRONX,Smoking,2019-01-27T19:49:26.000,EAST 141 STREET,EAST 142 STREET,Smoking Violation,2019-03-05T19:49:26.000,N/A,352 WILLIS AVENUE,10454,,,40.81155422288868,"{'type': 'Point', 'coordinates': [-73.921092221677, 40.811554222889]}",Commercial Building,-73.92109222167733,PHONE,BRONX,Unspecified,2019-01-28T09:47:40.000,The Department of Health and Mental Hygiene has received and processed your complaint.  The facility will receive an inspection from the Bureau of Food Safety and Community Sanitation.  Inspection results are not published.,,Pending,WILLIS AVENUE,,41536796,1006093,234958
4722,ADDRESS,NYPD,New York City Police Department,4004220001,QUEENS,,,,LONG ISLAND CITY,2019-01-27T22:09:00.000,02 QUEENS,Derelict Vehicle,2019-01-27T19:49:53.000,27 STREET,28 STREET,With License Plate,2019-01-28T03:49:53.000,Precinct,27-03 42 ROAD,11101,,,40.749356379588065,"{'type': 'Point', 'coordinates': [-73.940391703788, 40.749356379588]}",Street/Sidewalk,-73.9403917037878,MOBILE,QUEENS,Unspecified,2019-01-27T22:09:00.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,Closed,42 ROAD,,41532892,1000766,212293
4723,ADDRESS,DSNY,Bronx 10,2054150101,BRONX,,,,BRONX,2019-01-28T12:00:00.000,10 BRONX,Missed Collection (All Materials),2019-01-27T19:50:00.000,RESEARCH AVENUE,LIBRARY AVENUE,1 Missed Collection,,N/A,3259 GRISWOLD AVENUE,10465,,,40.84471281049941,"{'type': 'Point', 'coordinates': [-73.818630807766, 40.844712810499]}",Sidewalk,-73.81863080776567,ONLINE,BRONX,Unspecified,2019-01-28T12:00:00.000,The Department of Sanitation picked up the items and determined that the missed collection complaint was not warranted.,,Closed,GRISWOLD AVENUE,,41547975,1034431,247081
4724,ADDRESS,HPD,Department of Housing Preservation and Development,2043220032,BRONX,,,,BRONX,2019-01-29T02:11:44.000,11 BRONX,HEAT/HOT WATER,2019-01-27T19:50:27.000,,,ENTIRE BUILDING,,N/A,2194 BARNES AVENUE,10462,,,40.85632746073826,"{'type': 'Point', 'coordinates': [-73.863800277907, 40.856327460738]}",RESIDENTIAL BUILDING,-73.86380027790659,PHONE,BRONX,Unspecified,2019-01-29T02:11:44.000,The Department of Housing Preservation and Development has closed this complaint administratively. More information can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,,Closed,BARNES AVENUE,,41555716,1021927,251290
4725,ADDRESS,NYPD,New York City Police Department,2039330070,BRONX,,,,BRONX,2019-01-27T20:54:09.000,09 BRONX,Illegal Parking,2019-01-27T19:50:28.000,OLMSTEAD AVENUE,ODELL STREET,Double Parked Blocking Traffic,2019-01-28T03:50:28.000,Precinct,2112 STARLING AVENUE,10462,,,40.83608785105574,"{'type': 'Point', 'coordinates': [-73.854702327029, 40.836087851056]}",Street/Sidewalk,-73.85470232702936,PHONE,BRONX,Unspecified,2019-01-27T20:54:09.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,STARLING AVENUE,,41537285,1024456,243920
4726,ADDRESS,HPD,Department of Housing Preservation and Development,2024820001,BRONX,,,,BRONX,2019-01-30T21:25:17.000,04 BRONX,HEAT/HOT WATER,2019-01-27T19:50:40.000,,,ENTIRE BUILDING,,N/A,109 EAST  153 STREET,10451,,,40.823931962072784,"{'type': 'Point', 'coordinates': [-73.928032896333, 40.823931962073]}",RESIDENTIAL BUILDING,-73.92803289633304,ONLINE,BRONX,Unspecified,2019-01-30T21:25:17.000,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",,Closed,EAST  153 STREET,,41559591,1004168,239466
